-0.121097 -95.055183,51.386580 -90.553768,76.710130 69.589502,25.690978 83.227286,-25.908450 86.694311,-76.761321 100.378599,-51.535698 -99.565600,17.093286 -63.944979,68.364138 -55.970434,59.900058 108.755107,8.487477 114.417345,-43.018454 118.299949,-84.444447 -105.090735,-34.474538 -67.510225,34.275595 -32.603294,84.430819 4.876455,42.842482 141.625446,-8.726873 145.502771,-60.019052 151.179640,-68.450340 -44.165222,-17.324364 -36.166085,51.386580 -0.553768,76.710130 159.589502,25.690978 173.227286,-25.908450 176.694311,-76.761321 -169.621401,-51.535698 -9.565600,-0.121097 -5.055183,68.364138 34.029566,59.900058 -161.244893,8.487477 -155.582655,-43.018454 -151.700051,-84.444447 -15.090735,-34.474538 22.489775,17.093286 26.055021,84.430819 94.876455,42.842482 -128.374554,-8.726873 -124.497229,-60.019052 -118.820360,-68.450340 45.834778,-17.324364 53.833915,34.275595 57.396706
-30.648376 72.520375,-81.194040 94.221026,-46.828898 -113.429450,4.639841 -109.313637,56.099464 -104.261305,72.117922 59.211883,20.937378 69.023428,-47.732516 104.343364,-80.363474 -101.231305,-29.739587 -81.653443,21.849524 -78.166813,73.004500 -67.790344,55.196204 95.230355,3.726537 100.161850,-64.690575 137.999586,-63.795879 -56.909725,-12.570907 -50.404175,39.015957 -46.698307,86.390748 47.607186,38.107079 127.582202,-13.483033 131.255070,-81.194040 -175.778974,-46.828898 -23.429450,4.639841 -19.313637,56.099464 -14.261305,72.117922 149.211883,20.937378 159.023428,-30.648376 162.520375,-80.363474 -11.231305,-29.739587 8.346557,21.849524 11.833187,73.004500 22.209656,55.196204 -174.769645,3.726537 -169.838150,-47.732516 -165.656636,-63.795879 33.090275,-12.570907 39.595825,39.015957 43.301693,86.390748 137.607186,38.107079 -142.417798,-13.483033 -138.744930,-64.690575 -132.000414
-32.460857 72.551224,-82.799852 99.962711,-45.025079 -113.321062,6.462000 -109.324014,57.900335 -104.004850,70.343529 60.180053,19.117167 69.027023,-49.534364 104.476802,-78.673749 -97.935842,-27.925752 -81.630919,23.669017 -78.158343,74.766310 -66.445396,53.392892 95.437625,1.904378 100.150670,-66.473190 138.534004,-62.008693 -56.491563,-10.750728 -50.410892,40.828614 -46.630624,85.766655 72.553923,36.293074 127.635872,-15.302475 131.250961,-82.799852 -170.037289,-45.025079 -23.321062,6.462000 -19.324014,57.900335 -14.004850,70.343529 150.180053,19.117167 159.027023,-32.460857 162.551224,-78.673749 -7.935842,-27.925752 8.369081,23.669017 11.841657,74.766310 23.554604,53.392892 -174.562375,1.904378 -169.849330,-49.534364 -165.523198,-62.008693 33.508437,-10.750728 39.589108,40.828614 43.369376,85.766655 162.553923,36.293074 -142.364128,-15.302475 -138.749039,-66.473190 -131.465996
-34.272388 72.588427,-84.289514 108.885130,-43.220017 -113.226875,8.284093 -109.333561,59.699366 -103.708242,68.563180 60.973606,17.296536 69.027828,-51.334814 104.629941,-76.954560 -95.524629,-26.111064 -81.613228,25.487973 -78.146122,76.515812 -64.727844,51.588122 95.617928,0.082286 100.139244,-68.252043 139.169677,-60.218972 -56.133559,-8.930121 -50.419009,42.640314 -46.552152,84.583646 88.845059,34.478226 127.681450,-17.121367 131.248947,-84.289514 -161.114870,-43.220017 -23.226875,8.284093 -19.333561,59.699366 -13.708242,68.563180 150.973606,17.296536 159.027828,-34.272388 162.588427,-76.954560 -5.524629,-26.111064 8.386772,25.487973 11.853878,76.515812 25.272156,51.588122 -174.382072,0.082286 -169.860756,-51.334814 -165.370059,-60.218972 33.866441,-8.930121 39.580991,42.640314 43.447848,84.583646 178.845059,34.478226 -142.318550,-17.121367 -138.751053,-68.252043 -130.830323
-36.082929 72.632725,-85.545176 123.458800,-41.413764 -113.145239,10.106067 -109.342034,61.496334 -103.363857,66.778122 61.632351,15.475535 69.026177,-53.133786 104.805729,-75.216040 -93.697654,-24.295564 -81.599865,27.306347 -78.129702,78.247690 -62.475843,49.782000 95.774945,-1.739687 100.127800,-70.026314 139.933428,-58.427012 -55.825489,-7.109136 -50.428271,44.451007 -46.461520,83.124337 98.756189,32.662581 127.719793,-18.939662 131.249336,-85.545176 -146.541200,-41.413764 -23.145239,10.106067 -19.342034,61.496334 -13.363857,66.778122 151.632351,15.475535 159.026177,-36.082929 162.632725,-75.216040 -3.697654,-24.295564 8.400135,27.306347 11.870298,78.247690 27.524157,49.782000 -174.225055,-1.739687 -169.872200,-53.133786 -165.194271,-58.427012 34.174511,-7.109136 39.571729,44.451007 43.538480,83.124337 -171.243811,32.662581 -142.280207,-18.939662 -138.750664,-70.026314 -130.066572
-37.892444 72.684951,-86.319210 146.491381,-39.606363 -113.074730,11.927870 -109.349181,63.290954 -102.962048,64.989241 62.184953,13.654213 69.022382,-54.931184 105.007710,-73.464137 -92.274471,-22.479293 -81.590372,29.124094 -78.108592,79.953010 -59.423303,47.974616 95.911733,-3.561486 100.116567,-71.794852 140.862293,-56.633043 -55.559296,-5.287824 -50.438432,46.260638 -46.357138,81.530267 105.043921,30.846180 127.751655,-20.757313 131.252459,-86.319210 -123.508619,-39.606363 -23.074730,11.927870 -19.349181,63.290954 -12.962048,64.989241 152.184953,13.654213 159.022382,-37.892444 162.684951,-73.464137 -2.274471,-22.479293 8.409628,29.124094 11.891408,79.953010 30.576697,47.974616 -174.088267,-3.561486 -169.883433,-54.931184 -164.992290,-56.633043 34.440704,-5.287824 39.561568,46.260638 43.642862,81.530267 -164.956079,30.846180 -142.248345,-20.757313 -138.747541,-71.794852 -129.137707
-39.700893 72.746052,-86.296318 174.586955,-37.797858 -113.014118,13.749450 -109.354738,65.082858 -102.490434,63.197184 62.652556,11.832620 69.016735,-56.726890 105.240176,-71.702548 -91.140984,-20.662292 -81.584332,30.941171 -78.082248,81.615747 -55.107799,46.166046 96.030855,-5.383061 100.105773,-73.556003 142.008803,-54.837246 -55.328544,-3.466237 -50.449255,48.069147 -46.237149,79.864717 109.276886,29.029067 127.777711,-22.574277 131.258670,-86.296318 -95.413045,-37.797858 -23.014118,13.749450 -19.354738,65.082858 -12.490434,63.197184 152.652556,11.832620 159.016735,-39.700893 162.746052,-71.702548 -1.140984,-20.662292 8.415668,30.941171 11.917752,81.615747 34.892201,46.166046 -173.969145,-5.383061 -169.894227,-56.726890 -164.759824,-54.837246 34.671456,-3.466237 39.550745,48.069147 43.762851,79.864717 -160.723114,29.029067 -142.222289,-22.574277 -138.741330,-73.556003 -127.991197
-41.508234 72.817110,-85.488613 -162.835684,-35.988288 -112.962329,15.570757 -109.358429,66.871557 -101.932859,61.402433 63.051083,10.010807 69.009512,-58.520758 105.508387,-69.933675 -90.221889,-18.844606 -81.581361,32.757533 -78.050064,83.204765 -48.678265,44.356358 96.134475,-7.204357 100.095653,-75.307312 143.449841,-53.039763 -55.128032,-1.644426 -50.460505,49.876467 -46.099370,78.157695 112.278391,27.211286 127.798563,-24.390509 131.268354,-85.488613 -72.835684,-35.988288 -22.962329,15.570757 -19.358429,66.871557 -11.932859,61.402433 153.051083,10.010807 159.009512,-41.508234 162.817110,-69.933675 -0.221889,-18.844606 8.418639,32.757533 11.949936,83.204765 41.321735,44.356358 -173.865525,-7.204357 -169.904347,-58.520758 -164.491613,-53.039763 34.871968,-1.644426 39.539495,49.876467 43.900630,78.157695 -157.721609,27.211286 -142.201437,-24.390509 -138.731646,-75.307312 -126.550159
-43.314427 72.899366,-84.215973 -148.637801,-34.177694 -112.918423,17.391740 -109.359960,68.656393 -101.267855,59.605350 63.392751,8.188825 69.000976,-60.312607 105.818852,-68.159139 -89.465646,-17.026279 -81.581105,34.573138 -78.011363,84.654121 -38.512762,42.545612 96.224434,-9.025324 100.086444,-77.044995 145.302141,-51.240711 -54.953510,0.177554 -50.471953,51.682521 -45.941216,76.424716 114.497039,25.392881 127.814751,-26.205968 131.281932,-84.215973 -58.637801,-34.177694 -22.918423,17.391740 -19.359960,68.656393 -11.267855,59.605350 153.392751,8.188825 159.000976,-43.314427 162.899366,-68.159139 0.534354,-17.026279 8.418895,34.573138 11.988637,84.654121 51.487238,42.545612 -173.775566,-9.025324 -169.913556,-60.312607 -164.181148,-51.240711 35.046490,0.177554 39.528047,51.682521 44.058784,76.424716 -155.502961,25.392881 -142.185249,-26.205968 -138.718068,-77.044995 -124.697859
-45.119425 72.994252,-82.718125 -139.931467,-32.366113 -112.881569,19.212349 -109.359017,70.436466 -100.466276,57.806218 63.687085,6.366728 68.991380,-62.102203 106.179726,-66.380071 -88.835860,-15.207357 -81.583236,36.387942 -77.965384,85.816254 -21.796916,40.733860 96.302310,-10.845910 100.078394,-78.762943 147.750769,-49.440186 -54.801470,1.999651 -50.483372,53.487217 -45.759600,74.674461 116.191749,23.573896 127.826765,-28.020612 131.299863,-82.718125 -49.931467,-32.366113 -22.881569,19.212349 -19.359017,70.436466 -10.466276,57.806218 153.687085,6.366728 158.991380,-45.119425 162.994252,-66.380071 1.164140,-15.207357 8.416764,36.387942 12.034616,85.816254 68.203084,40.733860 -173.697690,-10.845910 -169.921606,-62.102203 -163.820274,-49.440186 35.198530,1.999651 39.516628,53.487217 44.240400,74.674461 -153.808251,23.573896 -142.173235,-28.020612 -138.700137,-78.762943 -122.249231
-46.923177 73.103434,-81.108045 -134.311327,-30.553583 -112.851034,21.032537 -109.355266,72.210504 -99.487596,56.005257 63.941621,4.544567 68.980967,-63.889247 106.601367,-64.597277 -88.306140,-13.387887 -81.587446,38.201902 -77.911265,86.401366 3.547570,38.921155 96.369463,-12.666064 100.071758,-80.450721 151.104281,-47.638268 -54.668990,3.821812 -50.494533,55.290449 -45.550805,72.912113 117.520435,21.754376 127.835051,-29.834401 131.322654,-81.108045 -44.311327,-30.553583 -22.851034,21.032537 -19.355266,72.210504 -9.487596,56.005257 153.941621,4.544567 158.980967,-46.923177 163.103434,-64.597277 1.693860,-13.387887 8.412554,38.201902 12.088735,86.401366 93.547570,38.921155 -173.630537,-12.666064 -169.928242,-63.889247 -163.398633,-47.638268 35.331010,3.821812 39.505467,55.290449 44.449195,72.912113 -152.479565,21.754376 -142.164949,-29.834401 -138.677346,-80.450721 -118.895719
-48.725629 73.228858,-79.436801 -130.467189,-28.740144 -112.826162,22.852256 -109.348345,73.976670 -98.273846,54.202640 64.162397,2.722395 68.969972,-65.673346 107.097123,-62.811348 -87.856900,-11.567917 -81.593449,40.014973 -77.848030,86.137706 31.181896,37.107542 96.427073,-14.485738 100.066803,-82.089223 155.907054,-45.835024 -54.553617,5.643983 -50.505205,57.092086 -45.310312,71.140936 118.584165,19.934369 127.840015,-31.647296 131.350869,-79.436801 -40.467189,-28.740144 -22.826162,22.852256 -19.348345,73.976670 -8.273846,54.202640 154.162397,2.722395 158.969972,-48.725629 163.228858,-62.811348 2.143100,-11.567917 8.406551,40.014973 12.151970,86.137706 121.181896,37.107542 -173.572927,-14.485738 -169.933197,-65.673346 -162.902877,-45.835024 35.446383,5.643983 39.494795,57.092086 44.689688,71.140936 -151.415835,19.934369 -142.159985,-31.647296 -138.649131,-82.089223 -114.092946
-50.526715 73.372818,-77.729223 -127.706294,-26.925835 -112.806366,24.671459 -109.337860,75.732211 -96.739354,52.398510 64.354308,0.900266 68.958629,-67.453974 107.684496,-61.022724 -87.473308,-9.747496 -81.600969,41.827109 -77.774559,85.162092 51.338727,35.293067 96.476172,-16.304883 100.063812,-83.640481 163.173267,-44.030514 -54.453274,7.466112 -50.515154,58.891967 -45.032573,69.363079 119.450338,18.113921 127.842030,-33.459257 131.385134,-77.729223 -37.706294,-26.925835 -22.806366,24.671459 -19.337860,75.732211 -6.739354,52.398510 154.354308,0.900266 158.958629,-50.526715 163.372818,-61.022724 2.526692,-9.747496 8.399031,41.827109 12.225441,85.162092 141.338727,35.293067 -173.523828,-16.304883 -169.936188,-67.453974 -162.315504,-44.030514 35.546726,7.466112 39.484846,58.891967 44.967427,69.363079 -150.549662,18.113921 -142.157970,-33.459257 -138.614866,-83.640481 -106.826733
-52.326362 73.538039,-75.998457 -125.644842,-25.110694 -112.791119,26.490099 -109.323384,77.472837 -94.752531,50.592983 64.521366,-0.921767 68.947165,-69.230422 108.386872,-59.231738 -87.143933,-7.926674 -81.609748,43.638260 -77.689569,83.802013 63.703897,33.477774 96.517664,-18.123452 100.063083,-85.022482 174.822173,-42.224790 -54.366192,9.288146 -50.524139,60.689893 -44.710695,67.580007 120.165494,16.293080 127.841441,-35.270248 131.426149,-75.998457 -35.644842,-25.110694 -22.791119,26.490099 -19.323384,77.472837 -4.752531,50.592983 154.521366,-0.921767 158.947165,-52.326362 163.538039,-59.231738 2.856067,-7.926674 8.390252,43.638260 12.310431,83.802013 153.703897,33.477774 -173.482336,-18.123452 -169.936917,-69.230422 -161.613128,-42.224790 35.633808,9.288146 39.475861,60.689893 45.289305,67.580007 -149.834506,16.293080 -142.158559,-35.270248 -138.573851,-85.022482 -95.177827
-54.124480 73.727779,-74.252000 -124.057621,-23.294764 -112.779943,28.308133 -109.304443,79.191524 -92.101891,48.786156 64.666892,-2.743651 68.935808,-71.001703 109.236195,-57.438646 -86.859823,-6.105503 -81.619535,45.448375 -77.591572,82.257408 71.360225,31.661707 96.552347,-19.941398 100.064936,-86.053437 -166.132260,-40.417898 -54.290851,11.110032 -50.531914,62.485607 -44.336014,65.792750 120.762748,14.471896 127.838571,-37.080228 131.474706,-74.252000 -34.057621,-23.294764 -22.779943,28.308133 -19.304443,79.191524 -2.101891,48.786156 154.666892,-2.743651 158.935808,-54.124480 163.727779,-57.438646 3.140177,-6.105503 8.380465,45.448375 12.408428,82.257408 161.360225,31.661707 -173.447653,-19.941398 -169.935064,-71.001703 -160.763805,-40.417898 35.709149,11.110032 39.468086,62.485607 45.663986,65.792750 -149.237252,14.471896 -142.161429,-37.080228 -138.525294,-86.053437 -76.132260
-55.920961 73.945972,-72.494400 -122.805263,-21.478085 -112.772402,30.125516 -109.280520,80.876055 -88.429206,46.978109 64.793656,-4.565333 68.924789,-72.766417 110.277206,-55.643649 -86.613870,-4.284032 -81.630090,47.257396 -77.478838,80.618886 76.380586,29.844909 96.580931,-21.758675 100.069715,-86.416491 -139.138256,-38.609884 -54.225937,12.931719 -50.538218,64.278783 -43.897482,64.002051 121.266270,12.650418 127.833720,-38.889160 131.531697,-72.494400 -32.805263,-21.478085 -22.772402,30.125516 -19.280520,80.876055 1.570794,46.978109 154.793656,-4.565333 158.924789,-55.920961 163.945972,-55.643649 3.386130,-4.284032 8.369910,47.257396 12.521162,80.618886 166.380586,29.844909 -173.419069,-21.758675 -169.930285,-72.766417 -159.722794,-38.609884 35.774063,12.931719 39.461782,64.278783 46.102518,64.002051 -148.733730,12.650418 -142.166280,-38.889160 -138.468303,-86.416491 -49.138256
-57.715675 74.197414,-70.728558 -121.797463,-19.660702 -112.768099,31.942205 -109.251037,82.503563 -83.091580,45.168916 64.903990,-6.386760 68.914337,-74.522517 111.574433,-53.846907 -86.400359,-2.462316 -81.641177,49.065259 -77.349339,78.927951 79.862950,28.027423 96.604049,-23.575241 100.077790,-85.928892 -113.036940,-36.800787 -54.170311,14.753155 -50.542782,66.068990 -43.380792,62.208458 121.694103,10.828697 127.827172,-40.697004 131.598143,-70.728558 -31.797463,-19.660702 -22.768099,31.942205 -19.251037,82.503563 6.908420,45.168916 154.903990,-6.386760 158.914337,-57.715675 164.197414,-53.846907 3.599641,-2.462316 8.358823,49.065259 12.650661,78.927951 169.862950,28.027423 -173.395951,-23.575241 -169.922210,-74.522517 -158.425567,-36.800787 35.829689,14.753155 39.457218,66.068990 46.619208,62.208458 -148.305897,10.828697 -142.172828,-40.697004 -138.401857,-85.928892 -23.036940
-59.508456 74.488010,-68.956401 -120.973369,-17.842657 -112.766666,33.758155 -109.215351,84.027453 -74.875366,43.358637 64.999872,-8.207881 68.904689,-76.266902 113.224177,-52.048547 -86.214644,-0.640405 -81.652565,50.871891 -77.200682,77.205251 82.392489,26.209292 96.622267,-25.391052 100.089566,-84.825745 -95.326780,-34.990648 -54.122975,16.574289 -50.545320,67.855655 -42.767095,60.412383 122.059976,9.006785 127.819194,-42.503718 131.675207,-68.956401 -30.973369,-17.842657 -22.766666,33.758155 -19.215351,84.027453 15.124634,43.358637 154.999872,-8.207881 158.904689,-59.508456 164.488010,-52.048547 3.785356,-0.640405 8.347435,50.871891 12.799318,77.205251 172.392489,26.209292 -173.377733,-25.391052 -169.910434,-76.266902 -156.775823,-34.990648 35.877025,16.574289 39.454680,67.855655 47.232905,60.412383 -147.940024,9.006785 -142.180806,-42.503718 -138.324793,-84.825745 -5.326780
-61.299096 74.825120,-67.179251 -120.290583,-16.023996 -112.767765,35.573324 -109.172739,85.345023 -61.514753,41.547331 65.082992,-10.028644 68.896088,-77.994678 115.376051,-50.248672 -86.052904,1.181646 -81.664025,52.677209 -77.030017,75.461951 84.298212,24.390561 96.636098,-27.206067 100.105482,-83.409128 -84.531038,-33.179505 -54.083051,18.395072 -50.545528,69.637998 -42.031054,58.614141 122.374523,7.184733 127.810043,-44.309258 131.764232,-67.179251 -30.290583,-16.023996 -22.767765,35.573324 -19.172739,85.345023 28.485247,41.547331 155.082992,-10.028644 158.896088,-61.299096 164.825120,-50.248672 3.947096,1.181646 8.335975,52.677209 12.969983,75.461951 174.298212,24.390561 -173.363902,-27.206067 -169.894518,-77.994678 -154.623949,-33.179505 35.916949,18.395072 39.454472,69.637998 47.968946,58.614141 -147.625477,7.184733 -142.189957,-44.309258 -138.235768,-83.409128 5.468962
-63.087328 75.218030,-65.398046 -119.718712,-14.204766 -112.771078,37.387669 -109.122388,86.233330 -39.963659,39.735048 65.154802,-11.848999 68.888785,-79.697701 118.273702,-48.447370 -85.911972,3.003785 -81.675330,54.481113 -76.833930,73.704538 85.776023,22.571276 96.646005,-29.020245 100.126026,-81.840607 -77.741447,-31.367397 -54.049765,20.215456 -50.543081,71.414933 -41.137831,56.813976 122.646098,5.362594 127.799967,-46.113576 131.866773,-65.398046 -29.718712,-14.204766 -22.771078,37.387669 -19.122388,86.233330 50.036341,39.735048 155.154802,-11.848999 158.888785,-63.087328 165.218030,-48.447370 4.088028,3.003785 8.324670,54.481113 13.166070,73.704538 175.776023,22.571276 -173.353995,-29.020245 -169.873974,-79.697701 -151.726298,-31.367397 35.950235,20.215456 39.456919,71.414933 48.862169,56.813976 -147.353902,5.362594 -142.200033,-46.113576 -138.133227,-81.840607 12.258553
-64.872805 75.678629,-63.613462 -119.235423,-12.385015 -112.776311,39.201144 -109.063374,86.363020 -11.889594,37.921836 65.216561,-13.668895 68.883041,-81.361546 122.335998,-46.644714 -85.789196,4.825958 -81.686250,56.283484 -76.608286,71.937005 86.948733,20.751482 96.652412,-30.833546 100.151733,-80.192675 -73.212966,-29.554362 -54.022427,22.035391 -50.537629,73.184908 -40.038246,55.012084 122.881363,3.540420 127.789204,-47.916619 131.984643,-63.613462 -29.235423,-12.385015 -22.776311,39.201144 -19.063374,86.363020 78.110406,37.921836 155.216561,-13.668895 158.883041,-64.872805 165.678629,-46.644714 4.210804,4.825958 8.313750,56.283484 13.391714,71.937005 176.948733,20.751482 -173.347588,-30.833546 -169.848267,-81.361546 -147.664002,-29.554362 35.977573,22.035391 39.462371,73.184908 49.961754,55.012084 -147.118637,3.540420 -142.210796,-47.916619 -138.015357,-80.192675 16.787034
-66.655066 76.222380,-61.826001 -118.823952,-10.564790 -112.783183,41.013706 -108.994647,85.665467 12.235971,36.107743 65.269362,-15.488283 68.879132,-82.958617 128.325554,-44.840766 -85.682342,6.648113 -81.696553,58.084176 -76.348032,70.161932 87.896810,18.931226 96.655706,-32.645931 100.183199,-78.499284 -70.026917,-27.740438 -54.000421,23.854831 -50.528795,74.945638 -38.660723,53.208618 123.085688,1.718266 127.777989,-49.718327 132.119973,-61.826001 -28.823952,-10.564790 -22.783183,41.013706 -18.994647,85.665467 102.235971,36.107743 155.269362,-15.488283 158.879132,-66.655066 166.222380,-44.840766 4.317658,6.648113 8.303447,58.084176 13.651968,70.161932 177.896810,18.931226 -173.344294,-32.645931 -169.816801,-82.958617 -141.674446,-27.740438 35.999579,23.854831 39.471205,74.945638 51.339277,53.208618 -146.914312,1.718266 -142.222011,-49.718327 -137.880027,-78.499284 19.973083
-68.433494 76.869764,-60.036039 -118.471475,-8.744142 -112.791428,42.825305 -108.914999,84.443925 27.722082,34.292812 65.314164,-17.307116 68.877350,-84.431396 137.689724,-43.035580 -85.589509,8.470196 -81.706001,59.883007 -76.046923,68.381052 88.674993,17.110555 96.656246,-34.457362 100.221092,-76.777749 -67.686510,-25.925665 -53.983194,25.673729 -50.516166,76.693628 -36.897293,51.403705 123.263456,-0.103817 127.766551,-51.518630 132.275282,-60.036039 -28.471475,-8.744142 -22.791428,42.825305 -18.914999,84.443925 117.722082,34.292812 155.314164,-17.307116 158.877350,-68.433494 166.869764,-43.035580 4.410491,8.470196 8.293999,59.883007 13.953077,68.381052 178.674993,17.110555 -173.343754,-34.457362 -169.778908,-84.431396 -132.310276,-25.925665 36.016806,25.673729 39.483834,76.693628 53.102707,51.403705 -146.736544,-0.103817 -142.233449,-51.518630 -137.724718,-76.777749 22.313490
-70.207239 77.648472,-58.243865 -118.168021,-6.923121 -112.800793,44.635892 -108.823040,82.966218 37.158214,32.477087 65.351811,-19.125347 68.878003,-85.651927 153.023998,-41.229207 -85.509070,10.292155 -81.714350,61.679750 -75.697155,66.595568 89.321733,15.289519 96.654362,-36.267801 100.266159,-75.037638 -65.907627,-24.110085 -53.970246,27.492041 -50.499291,78.423285 -34.578076,49.597450 123.418276,-1.925774 127.755118,-53.317446 132.453572,-58.243865 -28.168021,-6.923121 -22.800793,44.635892 -18.823040,82.966218 127.158214,32.477087 155.351811,-19.125347 158.878003,-70.207239 167.648472,-41.229207 4.490930,10.292155 8.285650,61.679750 14.302845,66.595568 179.321733,15.289519 -173.345638,-36.267801 -169.733841,-85.651927 -116.976002,-24.110085 36.029754,27.492041 39.500709,78.423285 55.421924,49.597450 -146.581724,-1.925774 -142.244882,-53.317446 -137.546428,-75.037638 24.092373
-71.975109 78.596834,-56.449702 -117.905720,-5.101779 -112.811033,46.445411 -108.717153,81.362745 43.180784,30.660612 65.383051,-20.942930 68.881424,-86.357338 176.922285,-39.421692 -85.439626,12.113937 -81.721348,63.474111 -75.288838,64.806337 89.864786,13.468167 96.650364,-38.077209 100.319246,-73.284604 -64.518448,-22.293737 -53.961125,29.309722 -50.477673,80.125159 -31.422277,47.789941 123.553149,-3.747553 127.743919,-55.114677 132.658454,-56.449702 -27.905720,-5.101779 -22.811033,46.445411 -18.717153,81.362745 133.180784,30.660612 155.383051,-20.942930 158.881424,-71.975109 168.596834,-39.421692 4.560374,12.113937 8.278652,63.474111 14.711162,64.806337 179.864786,13.468167 -173.349636,-38.077209 -169.680754,-86.357338 -93.077715,-22.293737 36.038875,29.309722 39.522327,80.125159 58.577723,47.789941 -146.446851,-3.747553 -142.256081,-55.114677 -137.341546,-73.284604 25.481552
-73.735384 79.769385,-54.653726 -117.678277,-3.280166 -112.821910,48.253802 -108.595453,79.691923 47.258702,28.843429 65.408549,-22.759821 68.887971,-86.245205 -155.083031,-37.613076 -85.379962,13.935492 -81.726727,65.265712 -74.809259,63.013985 90.324676,11.646549 96.644543,-39.885546 100.381312,-71.522177 -63.409820,-20.476664 -53.955416,31.126727 -50.450761,81.782163 -26.938997,45.981255 123.670595,-5.569102 127.733183,-56.910203 132.894312,-54.653726 -27.678277,-3.280166 -22.821910,48.253802 -18.595453,79.691923 137.258702,28.843429 155.408549,-22.759821 158.887971,-73.735384 169.769385,-37.613076 4.620038,13.935492 8.273273,65.265712 15.190741,63.013985 -179.675324,11.646549 -173.355457,-39.885546 -169.618688,-86.245205 -65.083031,-20.476664 36.044584,31.126727 39.549239,81.782163 63.061003,45.981255 -146.329405,-5.569102 -142.266817,-56.910203 -137.105688,-71.522177 26.590180
-75.485503 81.246213,-52.856078 -117.480601,-1.458336 -112.833191,50.060997 -108.455720,77.981693 50.163904,27.025582 65.428900,-24.575976 68.898033,-85.374599 -133.410116,-35.803400 -85.329020,15.756768 -81.730211,67.054050 -74.241803,61.218980 90.716887,9.824716 96.637174,-41.692773 100.453455,-69.752661 -62.509414,-18.658910 -53.952738,32.943014 -50.417944,83.360815 -20.219926,44.171456 123.772740,-7.390367 127.723145,-58.703874 133.166516,-52.856078 -27.480601,-1.458336 -22.833191,50.060997 -18.455720,77.981693 140.163904,27.025582 155.428900,-24.575976 158.898033,-75.485503 171.246213,-35.803400 4.670980,15.756768 8.269789,67.054050 15.758197,61.218980 -179.283113,9.824716 -173.362826,-41.692773 -169.546545,-85.374599 -43.410116,-18.658910 36.047262,32.943014 39.582056,83.360815 69.780074,44.171456 -146.227260,-7.390367 -142.276855,-58.703874 -136.833484,-69.752661 27.490586
-77.221503 83.149422,-51.056871 -117.308525,0.363658 -112.844647,51.866917 -108.295320,76.246629 52.319369,25.207115 65.444640,-26.391354 68.912034,-84.070641 -119.919461,-33.992703 -85.285870,17.577715 -81.731504,68.838446 -73.564341,59.421677 91.053322,8.002720 96.628519,-43.498845 100.536931,-67.977617 -61.767554,-16.840521 -53.952740,34.758540 -50.378536,84.789606 -9.534626,42.360604 123.861397,-9.211297 127.714043,-60.495504 133.481724,-51.056871 -27.308525,0.363658 -22.844647,51.866917 -18.295320,76.246629 142.319369,25.207115 155.444640,-26.391354 158.912034,-77.221503 173.149422,-33.992703 4.714130,17.577715 8.268496,68.838446 16.435659,59.421677 -178.946678,8.002720 -173.371481,-43.498845 -169.463069,-84.070641 -29.919461,-16.840521 36.047260,34.758540 39.621464,84.789606 80.465374,42.360604 -146.138603,-9.211297 -142.285957,-60.495504 -136.518276,-67.977617 28.232446
-78.936948 85.673523,-49.256200 -117.158608,2.185765 -112.856049,53.671469 -108.111111,74.494942 53.970667,23.388074 65.456254,-28.205912 68.930437,-82.557633 -111.616559,-32.181024 -85.249694,19.398284 -81.730290,70.617968 -72.746767,57.622348 91.343275,6.180614 96.618829,-45.303718 100.633197,-66.198136 -61.149063,-15.021541 -53.955097,36.573260 -50.331766,85.908591 8.033661,40.548753 123.938118,-11.031841 127.706126,-62.284855 133.848287,-49.256200 -27.158608,2.185765 -22.856049,53.671469 -18.111111,74.494942 143.970667,23.388074 155.456254,-28.205912 158.930437,-78.936948 175.673523,-32.181024 4.750306,19.398284 8.269710,70.617968 17.253233,57.622348 -178.656725,6.180614 -173.381171,-45.303718 -169.366803,-82.557633 -21.616559,-15.021541 36.044903,36.573260 39.668234,85.908591 98.033661,40.548753 -146.061882,-11.031841 -142.293874,-62.284855 -136.151713,-66.198136 28.850937
-80.620776 89.144626,-47.454144 -117.027980,4.007929 -112.867171,55.474544 -107.899301,72.731566 55.268362,21.568502 65.464182,-30.019612 68.953756,-80.939591 -106.223988,-30.368400 -85.219766,21.218426 -81.726233,72.391299 -71.747101,55.821210 91.594107,4.358449 96.608345,-47.107340 100.743942,-64.414998 -60.628368,-13.202017 -53.959504,38.387131 -50.276763,86.415018 34.101289,38.735953 124.004244,-12.851949 127.699649,-64.071618 134.276826,-47.454144 -27.027980,4.007929 -22.867171,55.474544 -17.899301,72.731566 145.268362,21.568502 155.464182,-30.019612 158.953756,-80.620776 179.144626,-30.368400 4.780234,21.218426 8.273767,72.391299 18.252899,55.821210 -178.405893,4.358449 -173.391655,-47.107340 -169.256058,-80.939591 -16.223988,-13.202017 36.040496,38.387131 39.723237,86.415018 124.101289,38.735953 -145.995756,-12.851949 -142.300351,-64.071618 -135.723174,-64.414998 29.371632
