-0.121097 -95.055183,39.989112 -92.038857,79.421930 -75.469562,59.900058 78.755107,19.960339 83.650109,-20.187454 86.270801,-60.019052 91.179640,-79.460942 -114.703090,-40.173201 -98.076082,13.269173 -64.202055,53.281501 -60.234965,85.118616 67.836185,46.643028 111.152421,6.574505 114.539162,-33.523770 117.328369,-73.092472 126.832990,-66.583138 -73.355553,-26.861205 -66.863853,26.645556 -33.248300,66.489447 -26.777126,73.025457 133.122415,33.322540 142.594531,-6.815005 145.380887,-46.807508 148.774357,-85.128009 -167.810957,-53.424185 -39.885445,-13.504619 -35.908727,39.989112 -2.038857,79.421930 14.530438,59.900058 168.755107,19.960339 173.650109,-20.187454 176.270801,-60.019052 -178.820360,-79.460942 -24.703090,-40.173201 -8.076082,-0.121097 -5.055183,53.281501 29.765035,85.118616 157.836185,46.643028 -158.847579,6.574505 -155.460838,-33.523770 -152.671631,-73.092472 -143.167010,-66.583138 16.644447,-26.861205 23.136147,13.269173 25.797945,66.489447 63.222874,73.025457 -136.877585,33.322540 -127.405469,-6.815005 -124.619113,-46.807508 -121.225643,-85.128009 -77.810957,-53.424185 50.114555,-13.504619 54.091273,26.645556 56.751700
39.903006 -94.808851,79.341153 -78.388306,59.985458 75.972865,20.046805 80.883166,-20.101114 83.503856,-59.933965 88.397432,-79.541266 -117.624744,-40.259067 -100.846124,-0.207650 -97.821413,53.195796 -63.010805,85.176502 64.326141,46.728953 108.380156,6.661062 111.772858,-33.437720 114.559808,-73.008895 124.009295,-66.667719 -76.150351,-26.947411 -69.631454,13.182645 -66.968583,66.404521 -29.571571,73.109368 130.298346,33.408793 139.825972,-6.728491 142.614583,-46.721849 146.002094,-85.069689 -171.303158,-53.509592 -42.661395,-13.591059 -38.675265,26.559181 -36.015878,79.341153 11.611694,59.985458 165.972865,20.046805 170.883166,-20.101114 173.503856,-59.933965 178.397432,-79.541266 -27.624744,-40.259067 -10.846124,-0.207650 -7.821413,39.903006 -4.808851,85.176502 154.326141,46.728953 -161.619844,6.661062 -158.227142,-33.437720 -155.440192,-73.008895 -145.990705,-66.667719 13.849649,-26.947411 20.368546,13.182645 23.031417,53.195796 26.989195,73.109368 -139.701654,33.408793 -130.174028,-6.728491 -127.385417,-46.721849 -123.997906,-85.069689 -81.303158,-53.509592 47.338605,-13.591059 51.324735,26.559181 53.984122,66.404521 60.428429
41.715201 -94.736049,81.021810 -74.600804,58.186739 76.276520,18.226382 80.885353,-21.918331 83.508909,-61.724060 88.746870,-77.835472 -114.810255,-38.450956 -100.782070,1.614427 -97.832857,54.999273 -62.806683,83.819525 76.765071,44.919606 108.488389,4.838907 111.762561,-35.248722 114.600739,-74.763595 125.348447,-64.885482 -75.605943,-25.132280 -69.616156,15.004042 -66.972885,68.190442 -28.937086,71.339054 131.387836,31.592697 139.860411,-8.549549 142.605113,-48.524449 146.125597,-86.081667 -151.922364,-51.710940 -42.480447,-11.771143 -38.681081,28.377191 -35.996758,81.021810 15.399196,58.186739 166.276520,18.226382 170.885353,-21.918331 173.508909,-61.724060 178.746870,-77.835472 -24.810255,-38.450956 -10.782070,1.614427 -7.832857,41.715201 -4.736049,83.819525 166.765071,44.919606 -161.511611,4.838907 -158.237439,-35.248722 -155.399261,-74.763595 -144.651553,-64.885482 14.394057,-25.132280 20.383844,15.004042 23.027115,54.999273 27.193317,71.339054 -138.612164,31.592697 -130.139589,-8.549549 -127.394887,-48.524449 -123.874403,-86.081667 -61.922364,-51.710940 47.519553,-11.771143 51.318919,28.377191 54.003242,68.190442 61.062914
43.526414 -94.651811,82.642588 -69.070363,56.386148 76.538922,16.405565 80.884916,-23.734832 83.517293,-63.511672 89.154666,-76.105880 -112.713286,-36.641766 -100.727211,3.436579 -97.844091,56.801177 -62.571656,82.276439 84.462724,43.109183 108.582418,3.016734 111.751644,-37.058715 114.649201,-76.506037 127.056906,-63.100027 -75.144813,-23.316359 -69.604934,16.825131 -66.975121,69.971864 -28.174560,69.561860 132.273453,29.775872 139.888777,-10.370239 142.596736,-50.325691 146.267362,-86.413195 -124.744263,-49.910791 -42.322836,-9.950770 -38.688445,30.194548 -35.972635,82.642588 20.929637,56.386148 166.538922,16.405565 170.884916,-23.734832 173.517293,-63.511672 179.154666,-76.105880 -22.713286,-36.641766 -10.727211,3.436579 -7.844091,43.526414 -4.651811,82.276439 174.462724,43.109183 -161.417582,3.016734 -158.248356,-37.058715 -155.350799,-76.506037 -142.943094,-63.100027 14.855187,-23.316359 20.395066,16.825131 23.024879,56.801177 27.428344,69.561860 -137.726547,29.775872 -130.111223,-10.370239 -127.403264,-50.325691 -123.732638,-86.413195 -34.744263,-49.910791 47.677164,-9.950770 51.311555,30.194548 54.027365,69.971864 61.825440
45.336594 -94.554664,84.153677 -60.512074,54.583869 76.766393,14.584400 80.882178,-25.550575 83.529414,-65.296432 89.633455,-74.360239 -111.101459,-34.831538 -100.680559,5.258753 -97.854886,58.601354 -62.300360,80.638730 89.506582,41.297739 108.663899,1.194595 111.740341,-38.867660 114.706086,-78.230986 129.294205,-61.311813 -74.751467,-21.499689 -69.597353,18.645862 -66.974983,71.747629 -27.246904,67.779313 133.003629,27.958360 139.911698,-12.190512 142.589705,-52.125502 146.430059,-85.895951 -98.894533,-48.109230 -42.185499,-8.129990 -38.697096,32.011209 -35.942928,84.153677 29.487926,54.583869 166.766393,14.584400 170.882178,-25.550575 173.529414,-65.296432 179.633455,-74.360239 -21.101459,-34.831538 -10.680559,5.258753 -7.854886,45.336594 -4.554664,80.638730 179.506582,41.297739 -161.336101,1.194595 -158.259659,-38.867660 -155.293914,-78.230986 -140.705795,-61.311813 15.248533,-21.499689 20.402647,18.645862 23.025017,58.601354 27.699640,67.779313 -136.996371,27.958360 -130.088302,-12.190512 -127.410295,-52.125502 -123.569941,-85.895951 -8.894533,-48.109230 47.814501,-8.129990 51.302904,32.011209 54.057072,71.747629 62.753096
47.145685 -94.442896,85.444773 -46.548447,52.780048 76.964045,12.762939 80.877441,-27.365518 83.545717,-67.077846 90.199740,-72.603231 -109.831416,-33.020308 -100.641249,7.080895 -97.865007,60.399611 -61.986147,78.948271 93.003104,39.485325 108.734254,-0.627457 111.728881,-40.675516 114.772413,-79.929667 132.321995,-59.521189 -74.413997,-19.682313 -69.593013,20.466187 -66.972143,73.516072 -26.101482,65.992482 133.612712,26.140206 139.929741,-14.010316 142.584284,-53.923796 146.616880,-84.776217 -81.504690,-46.306327 -42.065870,-6.308855 -38.706783,33.827131 -35.906992,85.444773 43.451553,52.780048 166.964045,12.762939 170.877441,-27.365518 173.545717,-67.077846 -179.800260,-72.603231 -19.831416,-33.020308 -10.641249,7.080895 -7.865007,47.145685 -4.442896,78.948271 -176.996896,39.485325 -161.265746,-0.627457 -158.271119,-40.675516 -155.227587,-79.929667 -137.678005,-59.521189 15.586003,-19.682313 20.406987,20.466187 23.027857,60.399611 28.013853,65.992482 -136.387288,26.140206 -130.070259,-14.010316 -127.415716,-53.923796 -123.383120,-84.776217 8.495310,-46.306327 47.934130,-6.308855 51.293217,33.827131 54.093008,73.516072 63.898518
48.953621 -94.314498,86.279501 -24.209234,50.974808 77.136060,10.941232 80.870989,-29.179620 83.566692,-68.855249 90.875479,-70.837834 -108.810508,-31.208117 -100.608512,8.902954 -97.874217,62.195703 -61.620672,77.225870 95.541687,37.671989 108.794716,-2.449369 111.717492,-42.482244 114.849343,-81.586384 136.593653,-57.728422 -74.123098,-17.864276 -69.591548,22.286056 -66.966249,75.274726 -24.661203,64.202138 134.125711,24.321454 139.943414,-15.829604 142.580751,-55.720466 146.831676,-83.351667 -70.907615,-44.502142 -41.961783,-4.487416 -38.717264,35.642269 -35.864102,86.279501 65.790766,50.974808 167.136060,10.941232 170.870989,-29.179620 173.566692,-68.855249 -179.124521,-70.837834 -18.810508,-31.208117 -10.608512,8.902954 -7.874217,48.953621 -4.314498,77.225870 -174.458313,37.671989 -161.205284,-2.449369 -158.282508,-42.482244 -155.150657,-81.586384 -133.406347,-57.728422 15.876902,-17.864276 20.408452,22.286056 23.033751,62.195703 28.379328,64.202138 -135.874289,24.321454 -130.056586,-15.829604 -127.419249,-55.720466 -123.168324,-83.351667 19.092385,-44.502142 48.038217,-4.487416 51.282736,35.642269 54.135898,75.274726 65.338797
50.760332 -94.167102,86.331905 3.982128,49.168248 77.285891,9.119330 80.863091,-30.992843 83.592880,-70.627722 91.690518,-69.066024 -107.976445,-29.395002 -100.581666,10.724875 -97.882269,63.989315 -61.193324,75.482771 97.453487,35.857778 108.846361,-4.271087 111.706402,-44.287798 114.938217,-83.170758 142.940815,-55.933722 -73.871400,-16.045622 -69.592618,24.105424 -66.956917,77.019787 -22.808913,62.408845 134.561246,22.502148 139.953181,-17.648327 142.579401,-57.515385 147.079135,-81.779157 -64.228924,-42.696731 -41.871392,-2.665724 -38.728303,37.456582 -35.813439,86.331905 93.982128,49.168248 167.285891,9.119330 170.863091,-30.992843 173.592880,-70.627722 -178.309482,-69.066024 -17.976445,-29.395002 -10.581666,10.724875 -7.882269,50.760332 -4.167102,75.482771 -172.546513,35.857778 -161.153639,-4.271087 -158.293598,-44.287798 -155.061783,-83.170758 -127.059185,-55.933722 16.128600,-16.045622 20.407382,24.105424 23.043083,63.989315 28.806676,62.408845 -135.438754,22.502148 -130.046819,-17.648327 -127.420599,-57.515385 -122.920865,-81.779157 25.771076,-42.696731 48.128608,-2.665724 51.271697,37.456582 54.186561,77.019787 67.191087
52.565734 -93.997889,85.574112 27.364005,47.360453 77.416413,7.297285 80.854006,-32.805146 83.624883,-72.393969 92.686428,-67.289152 -107.285911,-27.581002 -100.560101,12.546608 -97.888906,65.780036 -60.690397,73.725498 98.935557,34.042735 108.890130,-6.092559 111.695843,-46.092131 115.040587,-84.618743 152.944196,-54.137252 -73.652989,-14.226399 -69.595907,25.924245 -66.943731,78.745113 -20.358678,60.613030 134.933462,20.682335 139.959463,-19.466440 142.580548,-59.308391 147.365025,-80.129026 -59.764606,-40.890140 -41.793117,-0.843833 -38.739668,39.270024 -35.754077,85.574112 117.364005,47.360453 167.416413,7.297285 170.854006,-32.805146 173.624883,-72.393969 -177.313572,-67.289152 -17.285911,-27.581002 -10.560101,12.546608 -7.888906,52.565734 -3.997889,73.725498 -171.064443,34.042735 -161.109870,-6.092559 -158.304157,-46.092131 -154.959413,-84.618743 -117.055804,-54.137252 16.347011,-14.226399 20.404093,25.924245 23.056269,65.780036 29.309603,60.613030 -135.066538,20.682335 -130.040537,-19.466440 -127.419452,-59.308391 -122.634975,-80.129026 30.235394,-40.890140 48.206883,-0.843833 51.260332,39.270024 54.245923,78.745113 69.641322
54.369728 -93.803484,84.321676 42.184914,45.551497 77.530045,5.475150 80.843980,-34.616491 83.663375,-74.152104 93.922770,-65.508176 -106.707904,-25.766157 -100.543269,14.368102 -97.893862,67.567320 -60.093887,71.958068 100.111359,32.226904 108.926852,-7.913734 111.686049,-47.895190 115.158264,-85.787493 169.357866,-52.339146 -73.463062,-12.406653 -69.601119,27.742472 -66.926233,80.440199 -17.000053,58.815017 135.253289,18.862063 139.962646,-21.283897 142.584528,-61.099282 147.696521,-78.434316 -56.617959,-39.082415 -41.725595,0.978206 -38.751132,41.082550 -35.684958,84.321676 132.184914,45.551497 167.530045,5.475150 170.843980,-34.616491 173.663375,-74.152104 -176.077230,-65.508176 -16.707904,-25.766157 -10.543269,14.368102 -7.893862,54.369728 -3.803484,71.958068 -169.888641,32.226904 -161.073148,-7.913734 -158.313951,-47.895190 -154.841736,-85.787493 -100.642134,-52.339146 16.536938,-12.406653 20.398881,27.742472 23.073767,67.567320 29.906113,58.815017 -134.746711,18.862063 -130.037354,-21.283897 -127.415472,-61.099282 -122.303479,-78.434316 33.382041,-39.082415 48.274405,0.978206 51.248868,41.082550 54.315042,80.440199 72.999947
56.172198 -93.579802,82.829179 51.234620,43.741443 77.628833,3.652977 80.833253,-36.426841 83.709112,-75.899299 95.487753,-63.723785 -106.219677,-23.950507 -100.530676,16.189304 -97.896852,69.350424 -59.379672,70.183074 101.061745,30.410329 108.957263,-9.734558 111.677262,-49.696914 115.293372,-86.394555 -165.647149,-50.539510 -73.297679,-10.586434 -69.607973,29.560063 -66.903920,82.085787 -12.184320,57.015057 135.529305,17.041377 139.963087,-23.100653 142.591704,-62.887799 148.082666,-76.711934 -54.303145,-37.273597 -41.667644,2.800337 -38.762465,42.894111 -35.604869,82.829179 141.234620,43.741443 167.628833,3.652977 170.833253,-36.426841 173.709112,-75.899299 -174.512247,-63.723785 -16.219677,-23.950507 -10.530676,16.189304 -7.896852,56.172198 -3.579802,70.183074 -168.938255,30.410329 -161.042737,-9.734558 -158.322738,-49.696914 -154.706628,-86.394555 -75.647149,-50.539510 16.702321,-10.586434 20.392027,29.560063 23.096080,69.350424 30.620328,57.015057 -134.470695,17.041377 -130.036913,-23.100653 -127.408296,-62.887799 -121.917334,-76.711934 35.696855,-37.273597 48.332356,2.800337 51.237535,42.894111 54.395131,82.085787 77.815680
57.972998 -93.321852,81.218079 57.040958,41.930349 77.714522,1.830820 80.822059,-38.236156 83.762947,-77.631124 97.517182,-61.936489 -105.804175,-22.134094 -100.521870,18.010165 -97.897579,71.128323 -58.514717,68.402255 101.841697,28.593052 108.982018,-11.554982 111.669732,-51.497234 115.448426,-86.163403 -137.994881,-48.738433 -73.153577,-8.765791 -69.616203,31.376972 -66.876232,83.643516 -4.886805,55.213348 135.768336,15.220328 139.961117,-24.916665 142.602471,-64.673603 148.535017,-74.971246 -52.541699,-35.463727 -41.618231,4.622509 -38.773440,44.704659 -35.512411,81.218079 147.040958,41.930349 167.714522,1.830820 170.822059,-38.236156 173.762947,-77.631124 -172.482818,-61.936489 -15.804175,-22.134094 -10.521870,18.010165 -7.897579,57.972998 -3.321852,68.402255 -168.158303,28.593052 -161.017982,-11.554982 -158.330268,-51.497234 -154.551574,-86.163403 -47.994881,-48.738433 16.846423,-8.765791 20.383797,31.376972 23.123768,71.128323 31.485283,55.213348 -134.231664,15.220328 -130.038883,-24.916665 -127.397529,-64.673603 -121.464983,-74.971246 37.458301,-35.463727 48.381769,4.622509 51.226560,44.704659 54.487589,83.643516 85.113195
59.771950 -93.023475,79.542944 60.991719,40.118268 77.788613,0.008731 80.810628,-40.044397 83.825853,-79.340305 100.229894,-60.146673 -105.448368,-20.316960 -100.516442,19.830637 -97.895721,72.899554 -57.452598,66.616820 102.489819,26.775117 109.001704,-13.374955 111.663718,-53.296069 115.626423,-85.213964 -117.555582,-46.935991 -73.028030,-6.944774 -69.625556,33.193156 -66.842550,85.030275 6.836490,53.410051 135.975882,13.398965 139.957045,-26.731892 142.617261,-66.456251 149.068576,-73.217800 -51.164880,-33.652842 -41.576449,6.444669 -38.783823,46.514136 -35.405961,79.542944 150.991719,40.118268 167.788613,0.008731 170.810628,-40.044397 173.825853,-79.340305 -169.770106,-60.146673 -15.448368,-20.316960 -10.516442,19.830637 -7.895721,59.771950 -3.023475,66.616820 -167.510181,26.775117 -160.998296,-13.374955 -158.336282,-53.296069 -154.373577,-85.213964 -27.555582,-46.935991 16.971970,-6.944774 20.374444,33.193156 23.157450,72.899554 32.547402,53.410051 -134.024118,13.398965 -130.042955,-26.731892 -127.382739,-66.456251 -120.931424,-73.217800 38.835120,-33.652842 48.423551,6.444669 51.216177,46.514136 54.594039,85.030275 96.836490
61.568829 -92.676975,77.830072 63.817502,38.305249 77.852400,-1.813236 80.799188,-41.851524 83.898938,-81.014132 103.997634,-58.354628 -105.142133,-18.499148 -100.514013,21.650671 -97.890936,74.661975 -56.126101,64.827629 103.033973,24.956568 109.016848,-15.194429 111.659494,-55.093319 115.830966,-83.871373 -104.962481,-45.132247 -72.918741,-5.123435 -69.635787,35.008573 -66.802175,86.061318 26.036845,51.605295 136.156424,11.577338 139.951161,-28.546292 142.636546,-68.235144 149.703173,-71.455068 -50.065307,-31.840983 -41.541498,8.266763 -38.793379,48.322483 -35.283618,77.830072 153.817502,38.305249 167.852400,-1.813236 170.799188,-41.851524 173.898938,-81.014132 -166.002366,-58.354628 -15.142133,-18.499148 -10.514013,21.650671 -7.890936,61.568829 -2.676975,64.827629 -166.966027,24.956568 -160.983152,-15.194429 -158.340506,-55.093319 -154.169034,-83.871373 -14.962481,-45.132247 17.081259,-5.123435 20.364213,35.008573 23.197825,74.661975 33.873899,51.605295 -133.843576,11.577338 -130.048839,-28.546292 -127.363454,-68.235144 -120.296827,-71.455068 39.934693,-31.840983 48.458502,8.266763 51.206621,48.322483 54.716382,86.061318 116.036845
63.363348 -92.272609,76.093281 65.920611,36.491339 77.907011,-3.635027 80.787968,-43.657493 83.983477,-82.628715 109.489234,-56.560582 -104.877485,-16.680705 -100.514235,23.470220 -97.882850,76.412331 -54.434463,63.035311 103.494752,23.137451 109.027929,-17.013355 111.657347,-56.888866 116.066426,-82.339529 -97.166741,-43.327258 -72.823759,-3.301825 -69.646658,36.823179 -66.754326,86.415421 53.204024,49.799185 136.313647,9.755498 139.943738,-30.359826 142.660849,-70.009463 150.465551,-69.685317 -49.171720,-30.028186 -41.512668,10.088738 -38.801863,50.129631 -35.143150,76.093281 155.920611,36.491339 167.907011,-3.635027 170.787968,-43.657493 173.983477,-82.628715 -160.510766,-56.560582 -14.877485,-16.680705 -10.514235,23.470220 -7.882850,63.363348 -2.272609,63.035311 -166.505248,23.137451 -160.972071,-17.013355 -158.342653,-56.888866 -153.933574,-82.339529 -7.166741,-43.327258 17.176241,-3.301825 20.353342,36.823179 23.245674,76.412331 35.565537,49.799185 -133.686353,9.755498 -130.056262,-30.359826 -127.339151,-70.009463 -119.534449,-69.685317 40.828280,-30.028186 48.487332,10.088738 51.198137,50.129631 54.856850,86.415421 143.204024
65.155133 -91.797867,74.340403 67.535794,34.676581 77.953430,-5.456591 80.777197,-45.462258 84.080944,-84.135153 117.967496,-54.764714 -104.648048,-14.861675 -100.516784,25.289236 -97.871059,78.145458 -52.220294,61.240336 103.887692,21.317810 109.035382,-18.831686 111.657585,-58.682560 116.338162,-80.711482 -92.061684,-41.521074 -72.741419,-1.479998 -69.657935,38.636930 -66.698114,85.912715 79.303214,47.991812 136.450615,7.933497 139.935039,-32.172455 142.690749,-71.778062 151.392628,-67.910087 -48.435118,-28.214490 -41.489324,11.910543 -38.809024,51.935500 -34.981908,74.340403 157.535794,34.676581 167.953430,-5.456591 170.777197,-45.462258 174.080944,-84.135153 -152.032504,-54.764714 -14.648048,-14.861675 -10.516784,25.289236 -7.871059,65.155133 -1.797867,61.240336 -166.112308,21.317810 -160.964618,-18.831686 -158.342415,-58.682560 -153.661838,-80.711482 -2.061684,-41.521074 17.258581,-1.479998 20.342065,38.636930 23.301886,78.145458 37.779706,47.991812 -133.549385,7.933497 -130.064961,-32.172455 -127.309251,-71.778062 -118.607372,-67.910087 41.564882,-28.214490 48.510676,11.910543 51.190976,51.935500 55.018092,85.912715 169.303214
66.943690 -91.236414,72.576168 68.807623,32.861021 77.992525,-7.277875 80.767109,-47.265768 84.193052,-85.425559 131.766398,-52.967165 -104.448662,-13.042106 -100.521357,27.107676 -97.855122,79.852709 -49.225633,59.443058 104.224731,19.497693 109.039605,-20.649377 111.660536,-60.474216 116.652813,-79.029849 -88.525341,-39.713740 -72.670286,0.341995 -69.669390,40.449781 -66.632531,84.795805 96.911648,46.183254 136.569894,6.111388 139.925314,-33.984139 142.726894,-73.539293 152.536754,-66.130454 -47.820761,-26.399936 -41.470899,13.732125 -38.814598,53.739999 -34.796723,72.576168 158.807623,32.861021 167.992525,-7.277875 170.767109,-47.265768 174.193052,-85.425559 -138.233602,-52.967165 -14.448662,-13.042106 -10.521357,27.107676 -7.855122,66.943690 -1.236414,59.443058 -165.775269,19.497693 -160.960395,-20.649377 -158.339464,-60.474216 -153.347187,-79.029849 1.474659,-39.713740 17.329714,0.341995 20.330610,40.449781 23.367469,79.852709 40.774367,46.183254 -133.430106,6.111388 -130.074686,-33.984139 -127.273106,-73.539293 -117.463246,-66.130454 42.179239,-26.399936 48.529101,13.732125 51.185402,53.739999 55.203277,84.795805 -173.088352
68.728353 -90.566522,70.803582 69.829400,31.044700 78.025061,-9.098828 80.757942,-49.067966 84.321809,-86.268828 153.841061,-51.168052 -104.275111,-11.222047 -100.527668,28.925494 -97.834550,81.518634 -45.003718,57.643752 104.515190,17.677146 109.040965,-22.466383 111.666553,-62.263595 117.018708,-77.315788 -85.959542,-37.905300 -72.609117,2.164100 -69.680795,42.261685 -66.556421,83.368004 107.621765,44.373576 136.673653,4.289222 139.914805,-35.794841 142.770009,-75.290711 153.974520,-64.347189 -47.303372,-24.584562 -41.456879,15.553435 -38.818308,55.543015 -34.583780,70.803582 159.829400,31.044700 168.025061,-9.098828 170.757942,-49.067966 174.321809,-86.268828 -116.158939,-51.168052 -14.275111,-11.222047 -10.527668,28.925494 -7.834550,68.728353 -0.566522,57.643752 -165.484810,17.677146 -160.959035,-22.466383 -158.333447,-62.263595 -152.981292,-77.315788 4.040458,-37.905300 17.390883,2.164100 20.319205,42.261685 23.443579,81.518634 44.996282,44.373576 -133.326347,4.289222 -130.085195,-35.794841 -127.229991,-75.290711 -116.025480,-64.347189 42.696628,-24.584562 48.543121,15.553435 51.181692,55.543015 55.416220,83.368004 -162.378235
70.508210 -89.758672,69.024637 70.663786,29.227663 78.051721,-10.919397 80.749944,-50.868785 84.469586,-86.341571 -178.103276,-49.367470 -104.123914,-9.401546 -100.535447,30.742646 -97.808806,83.113378 -38.734935,55.842635 104.766450,15.856218 109.039801,-24.282659 111.676019,-64.050391 117.446437,-75.580715 -84.028308,-36.095792 -72.556832,3.986264 -69.691921,44.072593 -66.468455,81.789849 114.354655,42.562839 136.763734,2.467053 139.903748,-37.604521 142.820913,-77.028547 155.822177,-62.560859 -46.864135,-22.768411 -41.446799,17.374421 -38.819860,57.344417 -34.338429,69.024637 160.663786,29.227663 168.051721,-10.919397 170.749944,-50.868785 174.469586,-86.341571 -88.103276,-49.367470 -14.123914,-9.401546 -10.535447,30.742646 -7.808806,70.508210 0.241328,55.842635 -165.233550,15.856218 -160.960199,-24.282659 -158.323981,-64.050391 -152.553563,-75.580715 5.971692,-36.095792 17.443168,3.986264 20.308079,44.072593 23.531545,83.113378 51.265065,42.562839 -133.236266,2.467053 -130.096252,-37.604521 -127.179087,-77.028547 -114.177823,-62.560859 43.135865,-22.768411 48.553201,17.374421 51.180140,57.344417 55.661571,81.789849 -155.645345
