-0.121097 -95.055183,32.715939 -92.743778,65.294285 -87.230123,81.103988 61.387015,49.058986 80.815655,16.311197 83.903128,-16.543254 86.017453,-49.215778 89.112159,-81.135079 108.607189,-65.392685 -102.900892,-32.918597 -97.369418,10.835021 -64.361363,43.620247 -61.628807,75.961299 -50.554392,70.657835 104.683202,38.172112 112.132634,5.357115 114.616179,-27.467385 116.816591,-60.019052 121.179640,-85.513545 -117.944052,-54.625044 -70.104081,-22.008560 -66.496991,21.784269 -33.614534,54.486535 -30.017055,85.506726 17.732615,59.900058 138.755107,27.252928 143.105233,-5.598175 145.303836,-38.361132 147.791390,-70.734699 155.266449,-76.015762 -49.601060,-43.793928 -38.487269,-11.072689 -35.749279,32.715939 -2.743778,65.294285 2.769877,81.103988 151.387015,49.058986 170.815655,16.311197 173.903128,-16.543254 176.017453,-49.215778 179.112159,-81.135079 -161.392811,-65.392685 -12.900892,-32.918597 -7.369418,-0.121097 -5.055183,43.620247 28.371193,75.961299 39.445608,70.657835 -165.316798,38.172112 -157.867366,5.357115 -155.383821,-27.467385 -153.183409,-60.019052 -148.820360,-85.513545 -27.944052,-54.625044 19.895919,-22.008560 23.503009,10.835021 25.638637,54.486535 59.982945,85.506726 107.732615,59.900058 -131.244893,27.252928 -126.894767,-5.598175 -124.696164,-38.361132 -122.208610,-70.734699 -114.733551,-76.015762 40.398940,-43.793928 51.512731,-11.072689 54.250721,21.784269 56.385466
72.660183 65.986684,40.220024 74.514913,7.415315 77.081751,-25.417301 79.252462,-57.994522 83.294754,-86.356687 178.189952,-56.653599 -107.908586,-24.060301 -104.052675,8.777061 -101.898016,41.574369 -99.269550,73.979318 -89.863684,61.929385 100.809651,29.306146 105.535433,-3.540624 107.770240,-36.317418 110.184775,-68.732584 116.800304,-77.969050 -89.526936,-45.832312 -76.145333,-13.128553 -73.287873,19.728447 -71.165725,52.448827 -67.782449,84.048329 -35.563244,51.099586 133.100524,18.367903 136.357831,-14.488474 138.474919,-47.180125 141.420592,-79.245134 156.784270,-67.404386 -51.099825,-34.964468 -44.959650,-2.179084 -42.588033,30.664187 -40.325283,63.270417 -35.313471,82.923562 107.277140,40.220024 164.514913,7.415315 167.081751,-25.417301 169.252462,-57.994522 173.294754,-86.356687 -91.810048,-56.653599 -17.908586,-24.060301 -14.052675,8.777061 -11.898016,41.574369 -9.269550,73.979318 0.136316,72.660183 155.986684,29.306146 -164.464567,-3.540624 -162.229760,-36.317418 -159.815225,-68.732584 -153.199696,-77.969050 0.473064,-45.832312 13.854667,-13.128553 16.712127,19.728447 18.834275,52.448827 22.217551,84.048329 54.436756,61.929385 -169.190349,18.367903 -133.642169,-14.488474 -131.525081,-47.180125 -128.579408,-79.245134 -113.215730,-67.404386 38.900175,-34.964468 45.040350,-2.179084 47.411967,30.664187 49.674717,63.270417 54.686529,82.923562 -162.722860,51.099586 -136.899476
70.887942 67.018734,38.407057 74.579247,5.593184 77.071778,-27.232304 79.268442,-59.786985 83.592056,-85.649919 -157.928079,-54.857821 -107.677460,-22.243933 -104.043653,10.598994 -101.906155,43.385660 -99.186251,75.734840 -88.328626,60.132954 101.166913,27.488464 105.557041,-5.362201 107.759440,-38.126797 110.238095,-70.505435 117.604544,-76.240977 -87.384041,-44.027800 -76.045012,-11.308516 -73.294108,21.548506 -71.161113,54.252916 -67.589791,85.361662 -22.105244,49.293114 133.251789,16.547115 136.357586,-16.307618 138.471931,-48.982386 141.548508,-80.921434 160.478798,-65.623652 -50.515291,-33.153311 -44.919828,-0.357148 -42.599447,32.480661 -40.294031,65.062354 -34.842739,81.317666 113.231104,38.407057 164.579247,5.593184 167.071778,-27.232304 169.268442,-59.786985 173.592056,-85.649919 -67.928079,-54.857821 -17.677460,-22.243933 -14.043653,10.598994 -11.906155,43.385660 -9.186251,75.734840 1.671374,70.887942 157.018734,27.488464 -164.442959,-5.362201 -162.240560,-38.126797 -159.761905,-70.505435 -152.395456,-76.240977 2.615959,-44.027800 13.954988,-11.308516 16.705892,21.548506 18.838887,54.252916 22.410209,85.361662 67.894756,60.132954 -168.833087,16.547115 -133.642414,-16.307618 -131.528069,-48.982386 -128.451492,-80.921434 -109.521202,-65.623652 39.484709,-33.153311 45.080172,-0.357148 47.400553,32.480661 49.705969,65.062354 55.157261,81.317666 -156.768896,49.293114 -136.748211
69.109265 67.860917,36.593195 74.634345,3.771012 77.061089,-29.046469 79.289056,-61.577270 83.937175,-84.428686 -142.608785,-53.060357 -107.476627,-20.426841 -104.038031,12.420742 -101.912899,45.195923 -99.090167,77.475440 -86.340989,58.334399 101.474279,25.670151 105.573907,-7.183501 107.749311,-39.935105 110.300422,-72.272164 118.586293,-74.496387 -85.740487,-42.222074 -75.957948,-9.488035 -73.301824,23.368083 -71.153223,56.055488 -67.368145,86.241348 -0.423898,47.485402 133.383563,14.725975 136.355016,-18.126185 138.471206,-50.783272 141.695321,-82.540305 165.847639,-63.839465 -50.021816,-31.341189 -44.886632,1.464920 -42.610898,34.296384 -40.256370,66.851093 -34.286259,79.645476 117.268750,36.593195 164.634345,3.771012 167.061089,-29.046469 169.289056,-61.577270 173.937175,-84.428686 -52.608785,-53.060357 -17.476627,-20.426841 -14.038031,12.420742 -11.912899,45.195923 -9.090167,77.475440 3.659011,69.109265 157.860917,25.670151 -164.426093,-7.183501 -162.250689,-39.935105 -159.699578,-72.272164 -151.413707,-74.496387 4.259513,-42.222074 14.042052,-9.488035 16.698176,23.368083 18.846777,56.055488 22.631855,86.241348 89.576102,58.334399 -168.525721,14.725975 -133.644984,-18.126185 -131.528794,-50.783272 -128.304679,-82.540305 -104.152361,-63.839465 39.978184,-31.341189 45.113368,1.464920 47.389102,34.296384 49.743630,66.851093 55.713741,79.645476 -152.731250,47.485402 -136.616437
67.325541 68.557495,34.778484 74.681201,1.948852 77.049919,-30.859757 79.314842,-63.365099 84.339750,-82.955569 -133.253378,-51.261322 -107.301829,-18.609069 -104.035431,14.242253 -101.917979,47.005100 -98.979603,79.194086 -83.689131,56.533954 101.739809,23.851251 105.586529,-9.004472 107.740091,-41.742300 110.372858,-74.030938 119.803593,-72.740139 -84.447692,-40.415181 -75.882624,-7.667160 -73.310761,25.187131 -71.141652,57.856401 -67.112588,86.358357 27.676247,45.676524 133.498292,12.904535 136.350424,-19.944130 138.473063,-52.582707 141.863823,-84.054881 174.108567,-62.052345 -49.602034,-29.528141 -44.859375,3.287068 -42.622158,36.111313 -40.211554,68.635978 -33.622632,77.934411 120.148843,34.778484 164.681201,1.948852 167.049919,-30.859757 169.314842,-63.365099 174.339750,-82.955569 -43.253378,-51.261322 -17.301829,-18.609069 -14.035431,14.242253 -11.917979,47.005100 -8.979603,79.194086 6.310869,67.325541 158.557495,23.851251 -164.413471,-9.004472 -162.259909,-41.742300 -159.627142,-74.030938 -150.196407,-72.740139 5.552308,-40.415181 14.117376,-7.667160 16.689239,25.187131 18.858348,57.856401 22.887412,86.358357 117.676247,56.533954 -168.260191,12.904535 -133.649576,-19.944130 -131.526937,-52.582707 -128.136177,-84.054881 -95.891433,-62.052345 40.397966,-29.528141 45.140625,3.287068 47.377842,36.111313 49.788446,68.635978 56.377368,77.934411 -149.851157,45.676524 -136.501708
65.537754 69.140081,32.962967 74.720685,0.126758 77.038496,-32.672129 79.346397,-65.150109 84.812154,-81.358326 -127.268732,-49.460814 -107.149548,-16.790662 -104.035503,16.063477 -101.921115,48.813128 -98.852577,80.878552 -80.014523,54.731807 101.969939,22.031810 105.595356,-10.825062 107.732026,-43.548341 110.456665,-75.779007 121.342191,-70.975314 -83.409955,-38.607165 -75.817725,-5.845943 -73.320673,27.005605 -71.125960,59.655479 -66.817044,85.650701 51.681523,43.866544 133.598047,11.082845 136.344095,-21.761407 138.477846,-54.380599 142.057359,-85.362068 -172.474737,-60.262682 -49.242694,-27.714205 -44.837442,5.109242 -42.632998,37.925405 -40.158736,70.416111 -32.822820,76.198802 122.287781,32.962967 164.720685,0.126758 167.038496,-32.672129 169.346397,-65.150109 174.812154,-81.358326 -37.268732,-49.460814 -17.149548,-16.790662 -14.035503,16.063477 -11.921115,48.813128 -8.852577,80.878552 9.985477,65.537754 159.140081,22.031810 -164.404644,-10.825062 -162.267974,-43.548341 -159.543335,-75.779007 -148.657809,-70.975314 6.590045,-38.607165 14.182275,-5.845943 16.679327,27.005605 18.874040,59.655479 23.182956,85.650701 141.681523,54.731807 -168.030061,11.082845 -133.655905,-21.761407 -131.522154,-54.380599 -127.942641,-85.362068 -82.474737,-60.262682 40.757306,-27.714205 45.162558,5.109242 47.367002,37.925405 49.841264,70.416111 57.177180,76.198802 -147.712219,43.866544 -136.401953
63.746613 69.631831,31.146688 74.753571,-1.695218 77.027050,-34.483546 79.384388,-66.931820 85.370520,-79.694382 -123.209323,-47.658911 -107.016859,-14.971667 -104.037920,17.884364 -101.922008,50.619937 -98.706752,82.505948 -74.673676,52.928109 102.169869,20.211874 105.600801,-12.645222 107.725372,-45.353180 110.553303,-77.512086 123.333720,-69.203947 -82.563116,-36.798067 -75.762112,-4.024434 -73.331318,28.823459 -71.105662,61.452501 -66.473931,84.423936 67.056409,42.055520 133.684590,9.260957 136.336301,-23.577972 138.485927,-56.176837 142.279975,-86.239213 -150.899915,-58.470774 -48.933509,-25.899420 -44.820280,6.931389 -42.643183,39.738615 -40.096959,72.190228 -31.846455,74.446739 123.927691,31.146688 164.753571,-1.695218 167.027050,-34.483546 169.384388,-66.931820 175.370520,-79.694382 -33.209323,-47.658911 -17.016859,-14.971667 -14.037920,17.884364 -11.922008,50.619937 -8.706752,82.505948 15.326324,63.746613 159.631831,20.211874 -164.399199,-12.645222 -162.274628,-45.353180 -159.446697,-77.512086 -146.666280,-69.203947 7.436884,-36.798067 14.237888,-4.024434 16.668682,28.823459 18.894338,61.452501 23.526069,84.423936 157.056409,52.928109 -167.830131,9.260957 -133.663699,-23.577972 -131.514073,-56.176837 -127.720025,-86.239213 -60.899915,-58.470774 41.066491,-25.899420 45.179720,6.931389 47.356817,39.738615 49.903041,72.190228 58.153545,74.446739 -146.072309,42.055520 -136.315410
61.952644 70.050078,29.329690 74.780544,-3.517023 77.015808,-36.293970 79.429564,-68.709582 86.036282,-77.991299 -120.313473,-45.855682 -106.901302,-13.152129 -104.042378,19.704864 -101.920340,52.425444 -98.539348,84.029626 -66.451757,51.122981 102.343850,18.391490 105.603242,-14.464902 107.720396,-47.156767 110.664473,-79.223156 125.989579,-67.427430 -81.862665,-34.987926 -75.714788,-2.202686 -73.342461,30.640649 -71.080224,63.247183 -66.073658,82.943732 76.427575,40.243506 133.759439,7.438921 136.327299,-25.393781 138.497708,-57.971286 142.536606,-86.360912 -122.923961,-56.676852 -48.666376,-24.083828 -44.807391,8.753456 -42.652477,41.550896 -40.025127,73.956497 -30.635816,72.683092 125.217239,29.329690 164.780544,-3.517023 167.015808,-36.293970 169.429564,-68.709582 176.036282,-77.991299 -30.313473,-45.855682 -16.901302,-13.152129 -14.042378,19.704864 -11.920340,52.425444 -8.539348,84.029626 23.548243,61.952644 160.050078,18.391490 -164.396758,-14.464902 -162.279604,-47.156767 -159.335527,-79.223156 -144.010421,-67.427430 8.137335,-34.987926 14.285212,-2.202686 16.657539,30.640649 18.919776,63.247183 23.926342,82.943732 166.427575,51.122981 -167.656150,7.438921 -133.672701,-25.393781 -131.502292,-57.971286 -127.463394,-86.360912 -32.923961,-56.676852 41.333624,-24.083828 45.192609,8.753456 47.347523,41.550896 49.974873,73.956497 59.364184,72.683092 -144.782761,40.243506 -136.240561
60.156242 70.408048,27.512017 74.802218,-5.338604 77.005001,-38.103363 79.482774,-70.482503 86.838518,-76.263484 -118.162786,-44.051186 -106.800798,-11.332098 -104.048592,21.524930 -101.915768,54.229552 -98.347038,85.346757 -53.081052,49.316526 102.495385,16.570706 105.603030,-16.284054 107.717381,-48.959046 110.792160,-80.900017 129.667494,-65.646745 -81.276814,-33.176782 -75.674874,-0.380753 -73.353873,32.457132 -71.049050,65.039158 -65.603922,81.338975 82.413829,38.430550 133.823900,5.616791 136.317338,-27.208795 138.513632,-59.763776 142.833342,-85.663104 -98.934852,-54.881097 -48.434825,-22.267469 -44.798322,10.575391 -42.660633,43.362201 -39.941984,75.712180 -29.105631,70.910947 126.252116,27.512017 164.802218,-5.338604 167.005001,-38.103363 169.482774,-70.482503 176.838518,-76.263484 -28.162786,-44.051186 -16.800798,-11.332098 -14.048592,21.524930 -11.915768,54.229552 -8.347038,85.346757 36.918948,60.156242 160.408048,16.570706 -164.396970,-16.284054 -162.282619,-48.959046 -159.207840,-80.900017 -140.332506,-65.646745 8.723186,-33.176782 14.325126,-0.380753 16.646127,32.457132 18.950950,65.039158 24.396078,81.338975 172.413829,49.316526 -167.504615,5.616791 -133.682662,-27.208795 -131.486368,-59.763776 -127.166658,-85.663104 -8.934852,-54.881097 41.565175,-22.267469 45.201678,10.575391 47.339367,43.362201 50.058016,75.712180 60.894369,70.910947 -143.747884,38.430550 -136.176100
58.357712 70.716005,25.693712 74.819142,-7.159907 76.994862,-39.911684 79.544978,-72.249321 87.817642,-74.519071 -116.513860,-42.245476 -106.713573,-9.511623 -104.056290,23.344513 -101.907923,56.032145 -98.125797,86.234171 -31.516408,47.508829 102.627395,14.749571 105.600488,-18.102629 107.716624,-50.759950 110.938712,-82.519857 135.008536,-63.862600 -80.782280,-31.364672 -75.641598,1.441314 -73.365325,34.272866 -71.011477,66.827942 -65.048675,79.667430 86.470437,36.616700 133.879111,3.794619 136.306657,-29.022971 138.534182,-61.554091 143.177784,-84.446513 -83.516701,-53.083654 -48.233629,-20.450386 -44.792659,12.397142 -42.667396,45.172477 -39.846075,77.453010 -27.124987,69.132343 127.096442,25.693712 164.819142,-7.159907 166.994862,-39.911684 169.544978,-72.249321 177.817642,-74.519071 -26.513860,-42.245476 -16.713573,-9.511623 -14.056290,23.344513 -11.907923,56.032145 -8.125797,86.234171 58.483592,58.357712 160.716005,14.749571 -164.399512,-18.102629 -162.283376,-50.759950 -159.061288,-82.519857 -134.991464,-63.862600 9.217720,-31.364672 14.358402,1.441314 16.634675,34.272866 18.988523,66.827942 24.951325,79.667430 176.470437,47.508829 -167.372605,3.794619 -133.693343,-29.022971 -131.465818,-61.554091 -126.822216,-84.446513 6.483299,-53.083654 41.766371,-20.450386 45.207341,12.397142 47.332604,45.172477 50.153925,77.453010 62.875013,69.132343 -142.903558,36.616700 -136.120889
56.557291 70.982033,23.874819 74.831815,-8.980883 76.985628,-41.718894 79.617275,-74.008213 89.031417,-72.762952 -115.217219,-40.438597 -106.638105,-7.690753 -104.065214,25.163568 -101.896402,57.833081 -97.870715,86.362544 -3.439508,45.699966 102.742331,12.928135 105.595920,-19.920582 107.718446,-52.559404 111.106913,-84.036267 143.220320,-62.075515 -80.361636,-29.551635 -75.614268,3.263461 -73.376589,36.087806 -70.966758,68.612882 -64.386602,77.956758 89.362359,34.801999 133.926067,1.972459 136.295490,-30.836271 138.559898,-63.341954 143.579543,-82.975623 -74.103414,-51.284639 -48.058517,-18.632623 -44.790022,14.218656 -42.672500,46.981668 -39.735711,79.172004 -24.483604,67.348678 127.794682,23.874819 164.831815,-8.980883 166.985628,-41.718894 169.617275,-74.008213 179.031417,-72.762952 -25.217219,-40.438597 -16.638105,-7.690753 -14.065214,25.163568 -11.896402,57.833081 -7.870715,86.362544 86.560492,56.557291 160.982033,12.928135 -164.404080,-19.920582 -162.281554,-52.559404 -158.893087,-84.036267 -126.779680,-62.075515 9.638364,-29.551635 14.385732,3.263461 16.623411,36.087806 19.033242,68.612882 25.613398,77.956758 179.362359,45.699966 -167.257669,1.972459 -133.704510,-30.836271 -131.440102,-63.341954 -126.420457,-82.975623 15.896586,-51.284639 41.941483,-18.632623 45.209978,14.218656 47.327500,46.981668 50.264289,79.172004 65.516396,67.348678 -142.205318,34.801999 -136.073933
54.755165 71.212586,22.055385 74.840689,-10.801479 76.977547,-43.524950 79.700925,-75.756444 90.565137,-70.998223 -114.176640,-38.630596 -106.573079,-5.869539 -104.075114,26.982049 -101.880766,59.632184 -97.575734,85.663937 20.673592,43.889999 102.842267,11.106448 105.589612,-21.737868 107.723189,-54.357316 111.300101,-85.347228 156.550343,-60.285883 -80.001584,-27.737710 -75.592269,5.085635 -73.387436,37.901908 -70.914050,70.393084 -63.588784,76.221405 91.509084,32.986493 133.965642,0.150363 136.284070,-32.648655 138.591373,-65.127003 144.050949,-81.379526 -68.086341,-49.484149 -47.905965,-16.814225 -44.790061,16.039884 -42.675663,48.789712 -39.608913,80.857027 -20.825524,65.560938 128.378582,22.055385 164.840689,-10.801479 166.977547,-43.524950 169.700925,-75.756444 -179.434863,-70.998223 -24.176640,-38.630596 -16.573079,-5.869539 -14.075114,26.982049 -11.880766,59.632184 -7.575734,85.663937 110.673592,54.755165 161.212586,11.106448 -164.410388,-21.737868 -162.276811,-54.357316 -158.699899,-85.347228 -113.449657,-60.285883 9.998416,-27.737710 14.407731,5.085635 16.612564,37.901908 19.085950,70.393084 26.411216,76.221405 -178.490916,43.889999 -167.157733,0.150363 -133.715930,-32.648655 -131.408627,-65.127003 -125.949051,-81.379526 21.913659,-49.484149 42.094035,-16.814225 45.209939,16.039884 47.324337,48.789712 50.391087,80.857027 69.174476,65.560938 -141.621418,32.986493 -136.034358
52.951486 71.412879,20.235455 74.846175,-12.621644 76.970873,-45.329805 79.797388,-77.489754 92.549671,-69.226931 -113.327646,-36.821511 -106.517353,-4.048034 -104.085751,28.799912 -101.860532,61.429234 -97.233293,84.441849 36.148107,42.078989 102.928972,9.284561 105.581835,-23.554442 107.731224,-56.153577 111.522310,-86.232028 178.009375,-58.494003 -79.691805,-25.922937 -75.575049,6.907783 -73.397632,39.715130 -70.852396,72.167289 -62.615029,74.469520 93.154363,31.170224 133.998609,-1.671615 136.272622,-34.460085 138.629276,-66.908761 144.608078,-79.716231 -64.007874,-47.682264 -47.773038,-14.995236 -44.792450,17.860776 -42.676587,50.596538 -39.463348,82.485387 -15.512350,63.769837 128.871388,20.235455 164.846175,-12.621644 166.970873,-45.329805 169.797388,-77.489754 -177.450329,-69.226931 -23.327646,-36.821511 -16.517353,-4.048034 -14.085751,28.799912 -11.860532,61.429234 -7.233293,84.441849 126.148107,52.951486 161.412879,9.284561 -164.418165,-23.554442 -162.268776,-56.153577 -158.477690,-86.232028 -91.990625,-58.494003 10.308195,-25.922937 14.424951,6.907783 16.602368,39.715130 19.147604,72.167289 27.384971,74.469520 -176.845637,42.078989 -167.071028,-1.671615 -133.727378,-34.460085 -131.370724,-66.908761 -125.391922,-79.716231 25.992126,-47.682264 42.226962,-14.995236 45.207550,17.860776 47.323413,50.596538 50.536652,82.485387 74.487650,63.769837 -141.128612,31.170224 -136.001391
51.146376 71.587171,18.415076 74.848653,-14.441331 76.965874,-47.133409 79.908356,-79.201173 95.195056,-67.450474 -112.625523,-35.011384 -106.469927,-2.226289 -104.096890,30.617111 -101.835164,63.223948 -96.833833,82.963882 45.577458,40.266987 103.003963,7.462527 105.572847,-25.370262 107.742955,-57.948050 111.778464,-86.364991 -154.038698,-56.700105 -79.424171,-24.107355 -75.562108,8.729851 -73.406938,41.527423 -70.780702,73.933675 -61.407896,72.706001 94.447752,29.353235 134.025655,-3.493422 136.261377,-36.270522 138.674355,-68.686579 145.272282,-78.013544 -61.100133,-45.879052 -47.657274,-13.175705 -44.796884,19.681282 -42.674954,52.402062 -39.296243,84.010889 -7.339426,61.975901 129.290495,18.415076 164.848653,-14.441331 166.965874,-47.133409 169.908356,-79.201173 -174.804944,-67.450474 -22.625523,-35.011384 -16.469927,-2.226289 -14.096890,30.617111 -11.835164,63.223948 -6.833833,82.963882 135.577458,51.146376 161.587171,7.462527 -164.427153,-25.370262 -162.257045,-57.948050 -158.221536,-86.364991 -64.038698,-56.700105 10.575829,-24.107355 14.437892,8.729851 16.593062,41.527423 19.219298,73.933675 28.592104,72.706001 -175.552248,40.266987 -166.996037,-3.493422 -133.738623,-36.270522 -131.325645,-68.686579 -124.727718,-78.013544 28.899867,-45.879052 42.342726,-13.175705 45.203116,19.681282 47.325046,52.402062 50.703757,84.010889 82.660574,61.975901 -140.709505,29.353235 -135.974345
49.339937 71.738977,16.594297 74.848473,-16.260489 76.962831,-48.935705 80.035816,-80.878591 98.856462,-65.669838 -112.038352,-33.200252 -106.429923,-0.404358 -104.108300,32.433604 -101.804069,65.015961 -96.365090,81.360274 51.596238,38.454044 103.068551,5.640398 105.562897,-27.185286 107.758822,-59.740567 112.074636,-85.676203 -129.943165,-54.904373 -79.192196,-22.291006 -75.552992,10.551788 -73.415111,43.338741 -70.697714,75.689518 -59.882563,70.933951 95.485465,27.535570 134.047393,-5.315006 136.250562,-38.079928 138.727454,-70.459570 146.072521,-76.285988 -58.941615,-44.074572 -47.556587,-11.355680 -44.803077,21.501353 -42.670423,54.206189 -39.104280,85.331783 5.944563,60.179529 129.649175,16.594297 164.848473,-16.260489 166.962831,-48.935705 170.035816,-80.878591 -171.143538,-65.669838 -22.038352,-33.200252 -16.429923,-0.404358 -14.108300,32.433604 -11.804069,65.015961 -6.365090,81.360274 141.596238,49.339937 161.738977,5.640398 -164.437103,-27.185286 -162.241178,-59.740567 -157.925364,-85.676203 -39.943165,-54.904373 10.807804,-22.291006 14.447008,10.551788 16.584889,43.338741 19.302286,75.689518 30.117437,70.933951 -174.514535,38.454044 -166.931449,-5.315006 -133.749438,-38.079928 -131.272546,-70.459570 -123.927479,-76.285988 31.058385,-44.074572 42.443413,-11.355680 45.196923,21.501353 47.329577,54.206189 50.895720,85.331783 95.944563,60.179529 -140.350825,27.535570 -135.952607
47.532256 71.871224,14.773167 74.845959,-18.079072 76.962043,-50.736628 80.182106,-82.499393 104.169900,-63.885734 -111.542757,-31.388155 -106.396564,1.417708 -104.119753,34.249347 -101.766583,66.804790 -95.811074,79.689377 55.671933,36.640204 103.123876,3.818226 105.552223,-28.999474 107.779309,-61.530911 112.418404,-84.464300 -114.425611,-53.106951 -78.990636,-20.473932 -75.547287,12.373542 -73.421894,45.149031 -70.601981,77.430578 -57.908875,69.155420 96.331942,25.717272 134.064376,-7.136314 136.240413,-39.888264 138.789535,-72.226477 147.049030,-74.541754 -57.287292,-42.268877 -47.469200,-9.535210 -44.810757,23.320943 -42.662622,56.008802 -38.883443,86.226863 27.392383,58.381026 129.957724,14.773167 164.845959,-18.079072 166.962043,-50.736628 170.182106,-82.499393 -165.830100,-63.885734 -21.542757,-31.388155 -16.396564,1.417708 -14.119753,34.249347 -11.766583,66.804790 -5.811074,79.689377 145.671933,47.532256 161.871224,3.818226 -164.447777,-28.999474 -162.220691,-61.530911 -157.581596,-84.464300 -24.425611,-53.106951 11.009364,-20.473932 14.452713,12.373542 16.578106,45.149031 19.398019,77.430578 32.091125,69.155420 -173.668058,36.640204 -166.876124,-7.136314 -133.759587,-39.888264 -131.210465,-72.226477 -122.950970,-74.541754 32.712708,-42.268877 42.530800,-9.535210 45.189243,23.320943 47.337378,56.008802 51.116557,86.226863 117.392383,58.381026 -140.042276,25.717272 -135.935624
