-0.121097 -95.055183,71.724889 -84.124373,35.990539 82.347443,-36.185226 87.576043,-71.797342 -106.018114,23.972333 -63.453144,83.037005 84.129195,11.930439 114.194819,-60.019052 121.179640,-48.132352 -69.051465,47.972066 -31.066285,59.900058 138.755107,-12.167161 145.725464,-83.058381 175.882403,-24.192933 -36.658643,71.724889 5.875627,35.990539 172.347443,-36.185226 177.576043,-71.797342 -16.018114,-0.121097 -5.055183,83.037005 174.129195,11.930439 -155.805181,-60.019052 -148.820360,-48.132352 20.948535,23.972333 26.546856,59.900058 -131.244893,-12.167161 -124.274536,-83.058381 -94.117597,-24.192933 53.341357,47.972066 58.933715
-62.446175 -122.516663,9.459531 -115.030817,80.849223 -92.768195,26.439068 62.588631,-45.686831 68.046767,-38.639088 -88.495648,33.528730 -83.251813,74.121333 81.663239,2.350165 94.224633,-69.397278 103.954028,-14.635201 -56.564545,57.459915 -49.999849,50.423076 120.030035,-21.729336 125.800874,-84.987298 -101.144897,9.459531 -25.030817,80.849223 -2.768195,26.439068 152.588631,-45.686831 158.046767,-62.446175 -32.516663,33.528730 6.748187,74.121333 171.663239,2.350165 -175.775367,-69.397278 -166.045972,-38.639088 1.504352,57.459915 40.000151,50.423076 -149.969965,-21.729336 -144.199126,-84.987298 -11.144897,-14.635201 33.435455
-60.657044 -122.144984,11.281401 -115.038465,82.477931 -87.465003,24.620411 62.602989,-47.490181 68.160832,-36.830009 -88.439880,35.344001 -83.210119,72.355921 82.899632,0.528052 94.213246,-71.168009 104.819232,-12.815569 -56.569349,59.259414 -49.713704,48.616130 120.173686,-23.545913 125.808893,-83.598711 -89.656605,11.281401 -25.038465,82.477931 2.534997,24.620411 152.602989,-47.490181 158.160832,-60.657044 -32.144984,35.344001 6.789881,72.355921 172.899632,0.528052 -175.786754,-71.168009 -165.180768,-36.830009 1.560120,59.259414 40.286296,48.616130 -149.826314,-23.545913 -144.191107,-83.598711 0.343395,-12.815569 33.430651
-58.865608 -121.825515,13.103066 -115.044617,84.004090 -79.309745,22.801193 62.613368,-49.292211 68.291820,-35.019886 -88.392417,37.158452 -83.160795,70.582450 83.895143,-1.293955 94.201785,-72.932012 105.881210,-10.995452 -56.575858,61.056911 -49.381811,46.807973 120.298810,-25.361737 125.820605,-82.044185 -82.480204,13.103066 -25.044617,84.004090 10.690255,22.801193 152.613368,-49.292211 158.291820,-58.865608 -31.825515,37.158452 6.839205,70.582450 173.895143,-1.293955 -175.798215,-72.932012 -164.118790,-35.019886 1.607583,61.056911 40.618189,46.807973 -149.701190,-25.361737 -144.179395,-82.044185 7.519796,-10.995452 33.424142
-57.072113 -121.549726,14.924476 -115.049003,85.326338 -66.057043,20.981461 62.620195,-51.092853 68.442150,-33.208759 -88.352380,38.972040 -83.102931,68.802820 84.709553,-3.115802 94.190479,-74.687163 107.206865,-9.174899 -56.583802,62.852136 -48.995076,44.998675 120.407705,-27.176765 125.836451,-80.403908 -77.728947,14.924476 -25.049003,85.326338 23.942957,20.981461 152.620195,-51.092853 158.442150,-57.072113 -31.549726,38.972040 6.897069,68.802820 174.709553,-3.115802 -175.809521,-74.687163 -162.793135,-33.208759 1.647620,62.852136 41.004924,44.998675 -149.592295,-27.176765 -144.163549,-80.403908 12.271053,-9.174899 33.416198
-55.276748 -121.310826,16.745579 -115.051335,86.224181 -44.651592,19.161261 62.623863,-52.892029 68.614702,-31.396666 -88.318992,40.784719 -83.035494,67.018336 85.384553,-4.937437 94.179557,-76.430231 108.896391,-7.353962 -56.592924,64.644744 -48.541866,43.188298 120.502319,-28.990957 125.856916,-78.715078 -74.406768,16.745579 -25.051335,86.224181 45.348408,19.161261 152.623863,-52.892029 158.614702,-55.276748 -31.310826,40.784719 6.964506,67.018336 175.384553,-4.937437 -175.820443,-76.430231 -161.103609,-31.396666 1.681008,64.644744 41.458134,43.188298 -149.497681,-28.990957 -144.143084,-78.715078 15.593232,-7.353962 33.407076
-53.479665 -121.103341,18.566327 -115.051307,86.368013 -16.609775,17.340640 62.624731,-54.689645 68.812930,-29.583645 -88.291563,42.596443 -82.957299,65.229928 85.950057,-6.758806 94.169250,-78.156094 111.106091,-5.532691 -56.602979,66.434280 -48.007069,41.376897 120.584317,-30.804272 125.882535,-76.996461 -71.978322,18.566327 -25.051307,86.368013 73.390225,17.340640 152.624731,-54.689645 158.812930,-53.479665 -31.103341,42.596443 7.042701,65.229928 175.950057,-6.758806 -175.830750,-78.156094 -158.893909,-29.583645 1.708437,66.434280 41.992931,41.376897 -149.415683,-30.804272 -144.117465,-76.996461 18.021678,-5.532691 33.397021
-51.680988 -120.922810,20.386670 -115.048593,85.681831 7.649045,15.519647 62.623136,-56.485586 69.041016,-27.769736 -88.269475,44.407161 -82.866979,63.438267 86.428063,-8.579858 94.159796,-79.856182 114.091736,-3.711137 -56.613726,68.220134 -47.370696,39.564525 120.655131,-32.616673 125.913903,-75.258326 -70.139676,20.386670 -25.048593,85.681831 97.649045,15.519647 152.623136,-56.485586 159.041016,-51.680988 -30.922810,44.407161 7.133021,63.438267 176.428063,-8.579858 -175.840204,-79.856182 -155.908264,-27.769736 1.730525,68.220134 42.629304,39.564525 -149.344869,-32.616673 -144.086097,-75.258326 19.860324,-3.711137 33.386274
-49.880815 -120.765560,22.206560 -115.042840,84.466188 23.260189,13.698332 62.619389,-58.279711 69.304074,-25.954977 -88.252176,46.216818 -82.762951,61.643854 86.835096,-10.400542 94.151439,-81.515217 118.295411,-1.889354 -56.624932,70.001472 -46.605759,37.751228 120.716002,-34.428119 125.951686,-73.506698 -68.708261,22.206560 -25.042840,84.466188 113.260189,13.698332 152.619389,-58.279711 159.304074,-49.880815 -30.765560,46.216818 7.237049,61.643854 176.835096,-10.400542 -175.848561,-81.515217 -151.704589,-25.954977 1.747824,70.001472 43.394241,37.751228 -149.283998,-34.428119 -144.048314,-73.506698 21.291739,-1.889354 33.375068
-48.079231 -120.628537,24.025951 -115.033667,82.991302 32.769533,11.876745 62.613783,-60.071844 69.608425,-24.139409 -88.239163,48.025355 -82.643364,59.847067 87.183803,-12.220806 94.144433,-83.103736 124.526136,-0.067393 -56.636367,71.777131 -45.674962,35.937054 120.768012,-36.238574 125.996631,-71.745311 -67.568766,24.025951 -25.033667,82.991302 122.769533,11.876745 152.613783,-60.071844 159.608425,-48.079231 -30.628537,48.025355 7.356636,59.847067 177.183803,-12.220806 -175.855567,-83.103736 -145.473864,-24.139409 1.760837,71.777131 44.325038,35.937054 -149.231988,-36.238574 -144.003369,-71.745311 22.431234,-0.067393 33.363633
-46.276306 -120.509184,25.844797 -115.020658,81.389276 38.833012,10.054936 62.606595,-61.861759 69.961975,-22.323073 -88.229983,49.832705 -82.506045,58.048197 87.484024,-14.040603 94.139041,-84.559850 134.321203,1.754691 -56.647803,73.545434 -44.525348,34.122047 120.812107,-38.047999 126.049581,-69.976592 -66.645163,25.844797 -25.020658,81.389276 128.833012,10.054936 152.606595,-61.861759 159.961975,-46.276306 -30.509184,49.832705 7.493955,58.048197 177.484024,-14.040603 -175.860959,-84.559850 -135.678797,-22.323073 1.770017,73.545434 45.474652,34.122047 -149.187893,-38.047999 -143.950419,-69.976592 23.354837,1.754691 33.352197
-44.472101 -120.405338,27.663051 -115.003359,79.719268 42.934912,8.232958 62.598089,-63.649166 70.374745,-20.506011 -88.224221,51.638791 -82.348419,56.247470 87.743530,-15.859882 94.135542,-85.745593 150.386114,3.576846 -56.659012,75.303897 -43.079310,32.306250 120.849121,-39.856354 126.111495,-68.202179 -65.885453,27.663051 -25.003359,79.719268 132.934912,8.232958 152.598089,-63.649166 160.374745,-44.472101 -30.405338,51.638791 7.651581,56.247470 177.743530,-15.859882 -175.864458,-85.745593 -119.613886,-20.506011 1.775779,75.303897 46.920690,32.306250 -149.150879,-39.856354 -143.888505,-68.202179 24.114547,3.576846 33.340988
-42.666669 -120.315161,29.480670 -114.981267,78.009535 45.855049,6.410863 62.588515,-65.433688 70.859625,-18.688268 -88.221497,53.443521 -82.167412,54.445067 87.968537,-17.678595 94.134231,-86.384548 175.043955,5.399020 -56.669763,77.048689 -41.218837,30.489706 120.879793,-41.663599 126.183465,-66.423210 -65.252949,29.480670 -24.981267,78.009535 135.855049,6.410863 152.588515,-65.433688 160.859625,-42.666669 -30.315161,53.443521 7.832588,54.445067 177.968537,-17.678595 -175.865769,-86.384548 -94.956045,-18.688268 1.778503,77.048689 48.781163,30.489706 -149.120207,-41.663599 -143.816535,-66.423210 24.747051,5.399020 33.330237
-40.860059 -120.237076,31.297610 -114.953827,76.274795 48.020334,4.588703 62.578119,-67.214820 71.433473,-16.869889 -88.221459,55.246790 -81.959325,52.641134 88.164078,-19.496698 94.135422,-86.190899 -157.170196,7.221157 -56.679823,78.773613 -38.756483,28.672459 120.904783,-43.469690 126.266747,-64.640499 -64.721060,31.297610 -24.953827,76.274795 138.020334,4.588703 152.578119,-67.214820 161.433473,-40.860059 -30.237076,55.246790 8.040675,52.641134 178.164078,-19.496698 -175.864578,-86.190899 -67.170196,-16.869889 1.778541,78.773613 51.243517,28.672459 -149.095217,-43.469690 -143.733253,-64.640499 25.278940,7.221157 33.320177
-39.052316 -120.169723,33.113827 -114.920420,74.523331 49.678390,2.766531 62.567136,-68.991879 72.118753,-15.050918 -88.223781,57.048467 -81.719661,50.835788 88.334271,-21.314143 94.139452,-85.265722 -136.339334,9.043207 -56.688952,80.468067 -35.378993,26.854552 120.924678,-45.274583 126.362793,-62.854640 -64.270062,33.113827 -24.920420,74.523331 139.678390,2.766531 152.567136,-68.991879 162.118753,-39.052316 -30.169723,57.048467 8.280339,50.835788 178.334271,-21.314143 -175.860548,-85.265722 -46.339334,-15.050918 1.776219,80.468067 54.621007,26.854552 -149.075322,-45.274583 -143.637207,-62.854640 25.729938,9.043207 33.311048
-37.243480 -120.111922,34.929278 -114.880354,72.760115 50.980918,0.944401 62.555798,-70.763925 72.946056,-13.231403 -88.228156,58.848393 -81.442899,49.029130 88.482520,-23.130887 94.146685,-83.934956 -123.468537,10.865116 -56.696904,82.112583 -30.532149,25.036029 120.940010,-47.078226 126.473290,-61.066077 -63.885027,34.929278 -24.880354,72.760115 140.980918,0.944401 152.555798,-70.763925 162.946056,-37.243480 -30.111922,58.848393 8.557101,49.029130 178.482520,-23.130887 -175.853315,-83.934956 -33.468537,-13.231403 1.771844,82.112583 59.467851,25.036029 -149.059990,-47.078226 -143.526710,-61.066077 26.114973,10.865116 33.303096
-35.433592 -120.062643,36.743921 -114.832848,70.988292 52.025375,-0.877635 62.544334,-72.529624 73.958073,-11.411392 -88.234300,60.646369 -81.122185,47.221244 88.611661,-24.946887 94.157516,-82.408897 -115.516367,12.686833 -56.703422,83.668329 -23.180210,23.216935 120.951259,-48.880563 126.600213,-59.275144 -63.554452,36.743921 -24.832848,70.988292 142.025375,-0.877635 152.544334,-72.529624 163.958073,-35.433592 -30.062643,60.646369 8.877815,47.221244 178.611661,-24.946887 -175.842484,-82.408897 -25.516367,-11.411392 1.765700,83.668329 66.819790,23.216935 -149.048741,-48.880563 -143.399787,-59.275144 26.445548,12.686833 33.296578
-33.622692 -120.020981,38.557710 -114.777022,69.209936 52.876964,-2.699524 62.532972,-74.287033 75.216117,-9.590935 -88.241938,62.442140 -80.748902,45.412201 88.724082,-26.762100 94.172376,-80.783935 -110.322438,14.508305 -56.708236,85.051070 -11.359417,21.397316 120.958862,-50.681529 126.745888,-57.482101 -63.269336,38.557710 -24.777022,69.209936 142.876964,-2.699524 152.532972,-74.287033 165.216117,-33.622692 -30.020981,62.442140 9.251098,45.412201 178.724082,-26.762100 -175.827624,-80.783935 -20.322438,-9.590935 1.758062,85.051070 78.640583,21.397316 -149.041138,-50.681529 -143.254112,-57.482101 26.730664,14.508305 33.291764
-31.810816 -119.986138,40.370601 -114.711872,67.426469 53.580832,-4.521211 62.521942,-76.033228 76.811243,-7.770081 -88.250814,64.235382 -80.312070,43.602065 88.821803,-28.576486 94.191741,-79.104102 -106.732664,16.329483 -56.711064,86.073742 7.988960,19.577219 120.963219,-52.481048 126.913081,-55.687149 -63.022531,40.370601 -24.711872,67.426469 143.580832,-4.521211 152.521942,-76.033228 166.811243,-31.810816 -29.986138,64.235382 9.687930,43.602065 178.821803,-28.576486 -175.808259,-79.104102 -16.732664,-7.770081 1.749186,86.073742 97.988960,19.577219 -149.036781,-52.481048 -143.086919,-55.687149 26.977469,16.329483 33.288936
-29.998004 -119.957404,42.182547 -114.636248,65.638890 54.169178,-6.342645 62.511473,-77.763618 78.884096,-5.948881 -88.260677,66.025667 -79.797475,41.790893 88.906549,-30.390005 94.216132,-77.391172 -104.132809,18.150316 -56.711603,86.413911 35.237088,17.756690 120.964697,-54.279029 127.105102,-53.890447 -62.808294,42.182547 -24.636248,65.638890 144.169178,-6.342645 152.511473,-77.763618 168.884096,-29.998004 -29.957404,66.025667 10.202525,41.790893 178.906549,-30.390005 -175.783868,-77.391172 -14.132809,-5.948881 1.739323,86.413911 125.237088,17.756690 -149.035303,-54.279029 -142.894898,-53.890447 27.191706,18.150316 33.288397
-28.184294 -119.934146,43.993500 -114.548830,63.847923 54.665554,-8.163775 62.501803,-79.470624 81.662178,-4.127388 -88.271286,67.812426 -79.186396,39.978738 88.979803,-32.202618 94.246130,-75.656854 -102.178736,19.970756 -56.709533,85.898138 61.224384,15.935778 120.963636,-56.075365 127.325952,-52.092124 -62.621953,43.993500 -24.548830,63.847923 144.665554,-8.163775 152.501803,-79.470624 171.662178,-28.184294 -29.934146,67.812426 10.813604,39.978738 178.979803,-32.202618 -175.753870,-75.656854 -12.178736,-4.127388 1.728714,85.898138 151.224384,15.935778 -149.036364,-56.075365 -142.674048,-52.092124 27.378047,19.970756 33.290467
-26.369725 -119.915799,45.803404 -114.448087,62.054102 55.087570,-9.984547 62.493174,-81.140942 85.533625,-2.305652 -88.282408,69.594885 -78.453684,38.165649 89.042846,-34.014286 94.282385,-73.907917 -100.666286,21.790754 -56.704507,84.773953 78.691751,14.114532 120.960354,-57.869919 127.580510,-50.292286 -62.459672,45.803404 -24.448087,62.054102 145.087570,-9.984547 152.493174,-81.140942 175.533625,-26.369725 -29.915799,69.594885 11.546316,38.165649 179.042846,-34.014286 -175.717615,-73.907917 -10.666286,-2.305652 1.717592,84.773953 168.691751,14.114532 -149.039646,-57.869919 -142.419490,-50.292286 27.540328,21.790754 33.295493
-24.554339 -119.901848,47.612203 -114.332234,60.257829 55.448649,-11.804912 62.485836,-82.749407 91.199821,-0.483728 -88.293811,71.371967 -77.564778,36.351672 89.096792,-35.824971 94.325623,-72.148509 -99.467899,23.610263 -56.696150,83.342684 89.314812,12.293002 120.955148,-59.662525 127.874793,-48.491017 -62.318269,47.612203 -24.332234,60.257829 145.448649,-11.804912 152.485836,-82.749407 -178.800179,-24.554339 -29.901848,71.371967 12.435222,36.351672 179.096792,-35.824971 -175.674377,-72.148509 -9.467899,-0.483728 1.706189,83.342684 179.314812,12.293002 -149.044852,-59.662525 -142.125207,-48.491017 27.681731,23.610263 33.303850
-22.738174 -119.891830,49.419831 -114.199177,58.459413 55.759199,-13.624820 62.480051,-84.244160 99.987987,1.338333 -88.305267,73.142134 -76.470926,34.536851 89.142618,-37.634635 94.376663,-70.381299 -98.500242,25.429237 -56.684057,81.762787 95.999222,10.471240 120.948298,-61.452969 128.216304,-46.688393 -62.195082,49.419831 -24.199177,58.459413 145.759199,-13.624820 152.480051,-84.244160 -170.012013,-22.738174 -29.891830,73.142134 13.529074,34.536851 179.142618,-37.634635 -175.623337,-70.381299 -8.500242,1.338333 1.694733,81.762787 -174.000778,10.471240 -149.051702,-61.452969 -141.783696,-46.688393 27.804918,25.429237 33.315943
-20.921275 -119.885322,51.226213 -114.046443,56.659093 56.027412,-15.444221 62.476095,-85.510387 114.328449,3.160477 -88.316548,74.903124 -75.101226,32.721230 89.181182,-39.443238 94.436437,-68.608072 -97.706767,27.247631 -56.667780,80.105098 100.462469,8.649296 120.940070,-63.240979 128.614525,-44.884475 -62.087866,51.226213 -24.046443,56.659093 146.027412,-15.444221 152.476095,-85.510387 -155.671551,-20.921275 -29.885322,74.903124 14.898774,32.721230 179.181182,-39.443238 -175.563563,-68.608072 -7.706767,3.160477 1.683452,80.105098 -169.537531,8.649296 -149.059930,-63.240979 -141.385475,-44.884475 27.912134,27.247631 33.332220
-19.103684 -119.881936,53.031262 -113.871080,54.857059 56.259820,-17.263068 62.474257,-86.305336 137.080633,4.982651 -88.327424,76.651477 -73.348829,30.904853 89.213243,-41.250740 94.506005,-66.830063 -97.047842,29.065399 -56.646830,78.402813 103.605971,6.827223 120.930719,-65.026200 129.081606,-43.079319 -61.994713,53.031262 -23.871080,54.857059 146.259820,-17.263068 152.474257,-86.305336 -132.919367,-19.103684 -29.881936,76.651477 16.651171,30.904853 179.213243,-41.250740 -175.493995,-66.830063 -7.047842,4.982651 1.672576,78.402813 -166.394029,6.827223 -149.069281,-65.026200 -140.918394,-43.079319 28.005287,29.065399 33.353170
-17.285446 -119.881314,54.834875 -113.669545,53.053464 56.461702,-19.081314 62.474847,-86.310724 165.180350,6.804801 -88.337663,78.381669 -71.045805,29.087763 89.239477,-43.057099 94.586583,-65.048148 -96.494909,30.882498 -56.620665,76.672892 105.917202,5.005073 120.920489,-66.808158 129.633379,-41.272975 -61.913992,54.834875 -23.669545,53.053464 146.461702,-19.081314 152.474847,-86.310724 -104.819650,-17.285446 -29.881314,78.381669 18.954195,29.087763 179.239477,-43.057099 -175.413417,-65.048148 -6.494909,6.804801 1.662337,76.672892 -164.082798,5.005073 -149.079511,-66.808158 -140.366621,-41.272975 28.086008,30.882498 33.379335
-15.466606 -119.883124,56.636929 -113.437542,51.248432 56.637364,-20.898913 62.478197,-85.523699 -171.960316,8.626876 -88.347026,80.084376 -67.914930,27.270003 89.260487,-44.862270 94.679573,-63.262965 -96.026890,32.698884 -56.588679,74.924723 107.675192,3.182899 120.909620,-68.586221 130.290845,-39.465486 -61.844297,56.636929 -23.437542,51.248432 146.637364,-20.898913 152.478197,-85.523699 -81.960316,-15.466606 -29.883124,80.084376 22.085070,27.270003 179.260487,-44.862270 -175.320427,-63.262965 -6.026890,8.626876 1.652974,74.924723 -162.324808,3.182899 -149.090380,-68.586221 -139.709155,-39.465486 28.155703,32.698884 33.411321
-13.647211 -119.887056,58.437271 -113.169807,49.442066 56.790358,-22.715821 62.484665,-84.261468 -157.531415,10.448822 -88.355269,81.742768 -63.472240,25.451617 89.276818,-46.666203 94.786605,-61.474986 -95.627903,34.514514 -56.550200,73.163865 109.048858,1.360754 120.898342,-70.359513 131.082450,-37.656897 -61.784409,58.437271 -23.169807,49.442066 146.790358,-22.715821 152.484665,-84.261468 -67.531415,-13.647211 -29.887056,81.742768 26.527760,25.451617 179.276818,-46.666203 -175.213395,-61.474986 -5.627903,10.448822 1.644731,73.163865 -160.951142,1.360754 -149.101658,-70.359513 -138.917550,-37.656897 28.215591,34.514514 33.449800
-11.827309 -119.892820,60.235712 -112.859824,47.634454 56.923641,-24.531995 62.494637,-82.768641 -148.692396,12.270587 -88.362138,83.323940 -56.823373,23.632650 89.288960,-48.468844 94.909583,-59.684570 -95.285756,36.329345 -56.504468,71.393795 110.145618,-0.461308 120.886887,-72.126807 132.047663,-35.847246 -61.733266,60.235712 -22.859824,47.634454 146.923641,-24.531995 152.494637,-82.768641 -58.692396,-11.827309 -29.892820,83.323940 33.176627,23.632650 179.288960,-48.468844 -175.090417,-59.684570 -5.285756,12.270587 1.637862,71.393795 -159.854382,-0.461308 -149.113113,-72.126807 -137.952337,-35.847246 28.266734,36.329345 33.495532
-10.006949 -119.900140,62.032013 -112.499424,45.825669 57.039692,-26.347392 62.508536,-81.161181 -142.997597,14.092119 -88.367366,84.757747 -46.264134,21.813147 89.297360,-50.270129 95.050747,-57.891990 -94.990941,38.143333 -56.450627,69.616788 111.036713,-2.283234 120.875482,-73.886324 133.242773,-34.036573 -61.689938,62.032013 -22.499424,45.825669 147.039692,-26.347392 152.508536,-81.161181 -52.997597,-10.006949 -29.900140,84.757747 43.735866,21.813147 179.297360,-50.270129 -174.949253,-57.891990 -4.990941,14.092119 1.632634,69.616788 -158.963287,-2.283234 -149.124518,-73.886324 -136.757227,-34.036573 28.310062,38.143333 33.549373
-8.186182 -119.908755,63.825866 -112.078232,44.015777 57.140610,-28.161970 62.526827,-79.491436 -139.109205,15.913369 -88.370673,85.887255 -28.900585,19.993154 89.302425,-52.069986 95.212752,-56.097458 -94.735933,39.956433 -56.387703,67.834388 111.771114,-4.104972 120.864356,-75.635411 134.750699,-32.224917 -61.653602,63.825866 -22.078232,44.015777 147.140610,-28.161970 152.526827,-79.491436 -49.109205,-8.186182 -29.908755,85.887255 61.099415,19.993154 179.302425,-52.069986 -174.787248,-56.097458 -4.735933,15.913369 1.629327,67.834388 -158.228886,-4.104972 -149.135644,-75.635411 -135.249301,-32.224917 28.346398,39.956433 33.612297
-6.365057 -119.918414,65.616871 -111.582868,42.204838 57.228182,-29.975691 62.550021,-77.784785 -136.320469,17.734285 -88.371763,86.412633 -2.997415,18.172720 89.304529,-53.868328 95.398775,-54.301144 -94.514700,41.768600 -56.314582,66.047677 112.383521,-5.926469 120.853738,-77.369943 136.698301,-30.412315 -61.623530,65.616871 -21.582868,42.204838 147.228182,-29.975691 152.550021,-77.784785 -46.320469,-6.365057 -29.918414,86.412633 87.002585,18.172720 179.304529,-53.868328 -174.601225,-54.301144 -4.514700,17.734285 1.628237,66.047677 -157.616479,-5.926469 -149.146262,-77.369943 -133.301699,-30.412315 28.376470,41.768600 33.685418
-4.543626 -119.928874,67.404496 -110.995782,40.392903 57.303943,-31.788515 62.578684,-76.054629 -134.240554,19.554819 -88.370318,86.082803 24.308661,16.351891 89.304020,-55.665050 95.612643,-52.503182 -94.322350,43.579784 -56.229986,64.257431 112.899179,-7.747673 120.843865,-79.083194 139.288499,-28.598807 -61.599074,67.404496 -20.995782,40.392903 147.303943,-31.788515 152.578684,-76.054629 -44.240554,-4.543626 -29.928874,86.082803 114.308661,16.351891 179.304020,-55.665050 -174.387357,-52.503182 -4.322350,19.554819 1.629682,64.257431 -157.100821,-7.747673 -149.156135,-79.083194 -130.711501,-28.598807 28.400926,43.579784 33.770014
-2.721941 -119.939899,69.188019 -110.293510,38.580023 57.369215,-33.600402 62.613448,-74.308596 -132.640534,21.374923 -88.366000,85.066382 43.766726,14.530717 89.301219,-57.460025 95.859014,-50.703681 -94.154873,45.389933 -56.132435,62.464223 113.336874,-9.568531 120.834976,-80.763538 142.863111,-26.784431 -61.579651,69.188019 -20.293510,38.580023 147.369215,-33.600402 152.613448,-74.308596 -42.640534,-2.721941 -29.939899,85.066382 133.766726,14.530717 179.301219,-57.460025 -174.140986,-50.703681 -4.154873,21.374923 1.634000,62.464223 -156.663126,-9.568531 -149.165024,-80.763538 -127.136889,-26.784431 28.420349,45.389933 33.867565
-0.900055 -119.951258,70.966445 -109.443982,36.766245 57.425149,-35.411315 62.655021,-72.551304 -131.378972,23.194548 -88.358439,83.686642 55.660179,12.709248 89.296427,-59.253093 96.143619,-48.902733 -94.008951,47.198990 -56.020207,60.668480 113.710866,-11.388994 120.827320,-82.389377 148.031795,-24.969228 -61.564738,70.966445 -19.443982,36.766245 147.425149,-35.411315 152.655021,-72.551304 -41.378972,-0.900055 -29.951258,83.686642 145.660179,12.709248 179.296427,-59.253093 -173.856381,-48.902733 -4.008951,23.194548 1.641561,60.668480 -156.289134,-11.388994 -149.172680,-82.389377 -121.968205,-24.969228 28.435262,47.198990 33.979793
0.921979 -119.962721,72.738360 -108.402243,34.951613 57.472751,-37.221215 62.704201,-70.785694 -130.364348,25.013648 -88.347237,82.132376 63.052693,10.887534 89.289929,-61.044053 96.473584,-47.100412 -93.881813,49.006891 -55.891284,58.870530 114.032171,-13.209010 120.821157,-83.917083 155.939500,-23.153238 -61.553860,72.738360 -18.402243,34.951613 147.472751,-37.221215 152.704201,-70.785694 -40.364348,0.921979 -29.962721,82.132376 153.052693,10.887534 179.289929,-61.044053 -173.526416,-47.100412 -3.881813,25.013648 1.652763,58.870530 -155.967829,-13.209010 -149.178843,-83.917083 -114.060500,-23.153238 28.446140,49.006891 34.108716
